from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
U28Z1P,U28Z1P,1,,163_1078_200307,221_773_191215
U28Z2P,U28Z2P,1,,163_1091_200307,221_774_191215
U28Z1P,U28Z1P,1,,163_1066_200307,221_775_191215
U28Z2P,U28Z2P,1,,163_1102_200307,221_776_191215
U28Z1P,U28Z1P,1,,163_1109_200307,221_777_191215
U28Z2P,U28Z2P,1,,163_1059_200307,221_778_191215
U28Z1P,U28Z1P,1,,163_1103_200307,221_779_191215
U28Z2P,U28Z2P,1,,163_928_200302,221_780_191215
U28Z1P,U28Z1P,1,,163_1094_200307,221_781_191215
U28Z1P,U28Z1P,1,,163_940_200302,221_781_191215
U28Z2P,U28Z2P,1,,163_917_200302,221_782_191215
U28Z1P,U28Z1P,1,,163_1014_200302,221_783_191215
U28Z2P,U28Z2P,1,,163_1004_200302,221_784_191215
U28Z1P,U28Z1P,1,,163_1024_200302,221_785_191215
U28Z1P,U28Z1P,1,,163_1016_200302,221_786_191221
U28Z1P,U28Z1P,1,,163_1070_200307,221_788_191215
U28Z2P,U28Z2P,1,,163_1061_200307,221_789_191215
U28Z1P,U28Z1P,1,,163_1050_200307,221_790_191215
U28Z2P,U28Z2P,1,,163_1063_200307,221_791_191215
U28Z1P,U28Z1P,1,,163_1052_200307,221_792_191215
U28Z2P,U28Z2P,1,,163_1096_200307,221_793_191215
U28Z1P,U28Z1P,1,,163_1074_200307,221_794_191215
U28Z2P,U28Z2P,1,,163_1089_200307,221_795_191215
U28Z1P,U28Z1P,1,,163_1064_200307,221_796_191215
U28Z2P,U28Z2P,1,,163_1077_200307,221_797_191215
U28Z1P,U28Z1P,1,,163_1099_200307,221_798_191215
U28Z2P,U28Z2P,1,,163_1108_200307,221_799_191215
U28Z1P,U28Z1P,1,,163_1090_200307,221_800_191215
U28Z2P,U28Z2P,1,,163_1057_200307,221_801_191215
U28Z1P,U28Z1P,1,,163_1101_200307,221_802_191215
U28Z2P,U28Z2P,1,,163_1081_200307,221_803_191215
U28Z1P,U28Z1P,1,,163_1058_200307,221_804_191215
U28Z2P,U28Z2P,1,,163_1093_200307,221_805_191215
U28Z1P,U28Z1P,1,,163_1082_200307,221_806_191215
U28Z2P,U28Z2P,1,,163_952_200302,221_807_191215
U28Z1P,U28Z1P,1,,163_1068_200307,221_808_191215
U28Z1P,U28Z1P,1,,163_916_200302,221_808_191215
U28Z2P,U28Z2P,1,,163_930_200302,221_809_191215
U28Z1P,U28Z1P,1,,163_1003_200302,221_810_191215
U28Z1P,U28Z1P,1,,163_1005_200302,221_812_191215
U107Z1P,U107Z1P,1,,228_231_200307,240_1162_200307
U107Z1P,U107Z1P,1,,228_178_200302,240_1163_200307
U107Z1P,U107Z1P,1,,228_180_200302,240_81_200307
U107Z1P,U107Z1P,1,,228_232_200307,240_1164_200307
U107Z1P,U107Z1P,1,,228_234_200307,240_1165_200307
U107Z1P,U107Z1P,1,,228_236_200307,240_1166_200307
U107Z1P,U107Z1P,1,,228_283_200307,240_207_200307
U107Z1P,U107Z1P,1,,228_353_200307,240_73_200307
U107Z1P,U107Z1P,1,,228_240_200307,240_1157_200307
U107Z1P,U107Z1P,1,,228_198_200302,240_61_200307
U107Z1P,U107Z1P,1,,228_200_200302,240_63_200307
U107Z1P,U107Z1P,1,,228_241_200307,240_1158_200307
U107Z1P,U107Z1P,1,,228_243_200307,240_1159_200307
U107Z1P,U107Z1P,1,,228_245_200307,240_1160_200307
U107Z1P,U107Z1P,1,,228_286_200307,240_190_200307
U107Z1P,U107Z1P,1,,228_284_200307,240_1664_200307
U1500Z2,U1500Z1,1,,344_364_190406,303_381_190901
U1500Z2,U1500Z1,1,,344_347_190303,303_186_190901
U1500Z2,U1500Z1,1,,303_68_190901,344_365_190303
U1500Z2,U1500Z1,1,,303_70_190901,344_348_190406
U1500Z2,U1500Z1,1,,303_85_190901,344_352_190406
U1500Z2,U1500Z1,1,,303_89_190901,344_354_190406
U1500Z2,U1500Z1,1,,344_345_190303,303_382_190901
U1500Z2,U1500Z1,1,,303_99_190901,344_346_190303
U1500Z2,U1500Z1,1,,303_72_190901,344_350_190303
U1500Z2,U1500Z1,1,,303_87_190901,344_361_190303
U1500Z2,U1500Z1,1,,344_366_190303,303_178_190901
U1500Z2,U1500Z1,1,,344_349_190406,303_179_190901
U1500Z2,U1500Z1,1,,344_351_190303,303_187_190901
U1500Z2,U1500Z1,1,,344_353_190406,303_188_190901
U1500Z2,U1500Z1,1,,344_362_190303,303_189_190901
U1500Z2,U1500Z1,1,,344_355_190406,303_190_190901
U1702Z2,U1702Z2,1,,318_112_200314,321_41_190825
U1702Z1,U1702Z1,1,,318_186_200307,317_128_191124
U1702Z2,U1702Z2,1,,318_188_200308,317_171_200314
U1702Z2,U1702Z2,1,,318_188_200307,317_171_200314
U1702Z1,U1702Z1,1,,317_57_190901,318_107_200307
U1702Z2,U1702Z2,1,,317_169_200314,318_108_200308
U1702Z1,U1702Z1,1,,318_109_200307,317_60_190907
U1702Z2,U1702Z2,1,,318_43_200314,317_178_200314
U1702Z1,U1702Z1,1,,318_195_200307,317_38_190902
U1702Z1,U1702Z1,1,,318_150_200302,317_38_190902
U1702Z2,U1702Z2,1,,318_100_200308,317_177_200314
U1702Z2,U1702Z2,1,,318_100_200307,317_177_200314
U1702Z2,U1702Z2,1,,318_116_200308,321_52_190825
U1702Z1,U1702Z1,1,,318_117_200307,317_110_191124
U1702Z2,U1702Z2,1,,318_108_200308,317_169_200314
U1702Z2,U1702Z2,1,,318_108_200307,317_169_200314
U1702Z1,U1702Z1,1,,318_24_200307,317_112_190901
U1702Z2,U1702Z2,1,,318_125_200314,317_176_200314
U1702Z2,U1702Z2,1,,317_177_200314,318_100_200308
U1702Z1,U1702Z1,1,,321_51_190901,318_101_200308
U1702Z2,U1702Z2,1,,317_175_200314,318_102_200308
U1702Z1,U1702Z1,1,,321_42_190901,318_103_200308
U1702Z2,U1702Z2,1,,318_118_200314,317_62_200314
U1702Z1,U1702Z1,1,,318_121_200307,317_116_191124
U1702Z2,U1702Z2,1,,318_111_200308,317_168_200314
U1702Z2,U1702Z2,1,,318_111_200307,317_168_200314
U1702Z1,U1702Z1,1,,318_26_200307,317_124_190901
U1702Z1,U1702Z1,1,,318_119_200307,317_122_191124
U1702Z2,U1702Z2,1,,318_110_200308,317_172_200314
U1702Z2,U1702Z2,1,,318_110_200307,317_172_200314
U1702Z1,U1702Z1,1,,317_124_190901,318_26_200307
U1702Z1,U1702Z1,1,,317_124_190902,318_26_200307
U1702Z2,U1702Z2,1,,318_102_200308,317_175_200314
U1702Z2,U1702Z2,1,,318_102_200307,317_175_200314
U1702Z1,U1702Z1,1,,318_105_200307,317_65_190907
U1702Z2,U1702Z2,1,,318_120_200314,317_61_200314
U1702Z1,U1702Z1,1,,318_123_200307,317_120_191124
U1702Z2,U1702Z2,1,,321_41_190825,318_112_200314
U1702Z1,U1702Z1,1,,317_128_191124,318_186_200307
U1702Z2,U1702Z2,1,,321_47_190825,318_187_200314
U1702Z1,U1702Z1,1,,318_115_200307,317_125_191124
U1702Z2,U1702Z2,1,,318_106_200308,317_165_200314
U1702Z2,U1702Z2,1,,318_106_200307,317_165_200314
U1702Z1,U1702Z1,1,,317_60_190907,318_109_200307
U1702Z2,U1702Z2,1,,317_172_200314,318_110_200308
U1702Z1,U1702Z1,1,,317_112_190901,318_24_200307
U1702Z2,U1702Z2,1,,317_168_200314,318_111_200308
U1702Z2,U1702Z2,1,,318_98_200308,317_179_200314
U1702Z2,U1702Z2,1,,318_98_200307,317_179_200314
U1702Z1,U1702Z1,1,,321_46_190901,318_99_200308
U1702Z2,U1702Z2,1,,317_171_200314,318_188_200308
U1702Z1,U1702Z1,1,,317_65_190907,318_105_200307
U1702Z2,U1702Z2,1,,317_165_200314,318_106_200308
U1702Z1,U1702Z1,1,,318_107_200307,317_57_190901
U1702Z2,U1702Z2,1,,318_122_200314,317_58_200314
U1702Z1,U1702Z1,1,,318_124_200307,317_131_191124
U1702Z2,U1702Z2,1,,317_179_200314,318_98_200308
U1702Z2,U1702Z2,1,,318_187_200314,321_47_190825
U1702Z1,U1702Z1,1,,317_125_191124,318_115_200307
U1702Z2,U1702Z2,1,,321_52_190825,318_116_200308
U1702Z1,U1702Z1,1,,317_110_191124,318_117_200307
U1702Z2,U1702Z2,1,,317_62_200314,318_118_200314
U1702Z1,U1702Z1,1,,317_122_191124,318_119_200307
U1702Z2,U1702Z2,1,,317_61_200314,318_120_200314
U1702Z1,U1702Z1,1,,317_116_191124,318_121_200307
U1702Z2,U1702Z2,1,,317_58_200314,318_122_200314
U1702Z1,U1702Z1,1,,317_120_191124,318_123_200307
U1702Z2,U1702Z2,1,,317_178_200314,318_43_200314
U1702Z1,U1702Z1,1,,317_131_191124,318_124_200307
U1702Z2,U1702Z2,1,,317_176_200314,318_125_200314
U1702Z1,U1702Z1,1,,317_38_190902,318_195_200307
U1712Z2,U1712Z3,1,,317_179_200314,446_7_180501
U1712Z1,U1712Z3,1,,317_118_191124,446_70_180501
U1712Z1,U1712Z3,1,,317_128_191124,446_21_180430
U1712Z1,U1712Z3,1,,317_153_191125,446_21_180430
U1712Z2,U1712Z3,1,,317_175_200314,446_23_180430
U1712Z2,U1712Z3,1,,317_175_200316,446_23_180430
U1712Z1,U1712Z3,1,,317_125_191124,446_27_180430
U1712Z1,U1712Z3,1,,317_144_191125,446_27_180430
U1712Z1,U1712Z3,1,,317_110_191124,446_33_180430
U1712Z1,U1712Z3,1,,317_150_191125,446_33_180430
U1712Z2,U1712Z3,1,,317_165_200314,446_72_180501
U1712Z2,U1712Z3,1,,317_165_200316,446_72_180501
U1712Z1,U1712Z3,1,,317_122_191124,446_45_180430
U1712Z1,U1712Z3,1,,317_122_191125,446_45_180430
U1712Z1,U1712Z3,1,,317_116_191124,446_53_180430
U1712Z1,U1712Z3,1,,317_116_191125,446_53_180430
U1712Z2,U1712Z3,1,,317_172_200314,446_55_180430
U1712Z2,U1712Z3,1,,317_172_200316,446_55_180430
U1712Z1,U1712Z3,1,,317_120_191124,446_61_180430
U1712Z1,U1712Z3,1,,317_145_191125,446_61_180430
U1712Z1,U1712Z3,1,,317_131_191124,446_66_180430
U1712Z1,U1712Z3,1,,317_10_190902,446_66_180430
U1712Z2,U1712Z3,1,,317_166_200314,446_68_190716
U2109Z1,U2109Z2,1,,452_232_190603,332_59_190831
U1564Z1,U1564Z1,1,,444_217_190901,339_214_191215
U2109Z1,U2109Z2,1,,452_61_191224,332_52_190831
U2109Z1,U2109Z2,1,,452_226_190603,332_109_190831
U1502Z1,U1502Z1,1,,341_733_191109,333_1017_200307
U1502Z1,U1502Z1,1,,341_636_191109,333_1023_200307
U1502Z1,U1502Z1,1,,341_727_191109,333_1027_200307
U2490Z2,U2490Z2,1,,438_238_190803,390_154_200404
U2490Z2,U2490Z2,1,,438_28_190803,390_155_200404
U2490Z2,U2490Z2,1,,440_4_190608,338_206_200404
U1564Z1,U1564Z1,1,,444_211_190901,339_217_191215
U1502Z1,U1502Z1,1,,341_738_191109,333_1046_200307
U1564Z1,U1564Z1,1,,339_296_200321,444_214_200321
U1564Z1,U1564Z1,1,,339_302_200321,444_218_190901
U1564Z1,U1564Z1,1,,339_307_200321,444_220_190901
U1564Z1,U1564Z1,1,,339_292_200321,444_222_190901
U1564Z1,U1564Z1,1,,339_299_200321,444_224_190901
U1564Z1,U1564Z1,1,,339_305_200321,444_226_190901
U1564Z1,U1564Z1,1,,339_310_200321,444_228_190901
U1564Z1,U1564Z1,1,,444_215_190901,339_240_191215
U1564Z1,U1564Z1,1,,444_219_190901,339_231_191215
U1564Z1,U1564Z1,1,,444_225_190901,339_234_191215
U1564Z1,U1564Z1,1,,444_213_190901,339_237_191215
U1564Z1,U1564Z1,1,,444_221_190901,339_244_191215
U1564Z1,U1564Z1,1,,444_223_190901,339_254_191215
U1502Z2,U1502Z1,1,,333_1010_200307,341_721_191109
U1502Z1,U1502Z2,1,,333_1011_200307,341_722_191109
U1502Z2,U1502Z2,1,,333_1024_200307,341_722_191109
U1502Z2,U1502Z1,1,,333_1012_200307,341_723_191109
U1502Z1,U1502Z1,1,,333_1025_200307,341_723_191109
U1502Z1,U1502Z2,1,,333_1046_200307,341_724_191109
U1502Z2,U1502Z2,1,,333_1026_200307,341_724_191109
U1502Z2,U1502Z1,1,,333_1047_200307,341_725_191109
U1502Z1,U1502Z1,1,,333_1036_200307,341_725_191109
U1502Z1,U1502Z2,1,,333_1013_200307,341_726_191109
U1502Z2,U1502Z2,1,,333_1037_200307,341_726_191109
U1502Z2,U1502Z1,1,,333_1014_200307,341_727_191109
U1502Z1,U1502Z1,1,,333_1027_200307,341_727_191109
U1502Z1,U1502Z2,1,,333_1040_200307,341_728_191109
U1502Z2,U1502Z2,1,,333_1028_200307,341_728_191109
U1502Z2,U1502Z1,1,,333_1041_200307,341_729_191109
U1502Z1,U1502Z1,1,,333_1038_200307,341_729_191109
U1502Z1,U1502Z2,1,,333_1015_200307,341_730_191109
U1502Z2,U1502Z2,1,,333_1039_200307,341_730_191109
U1502Z2,U1502Z1,1,,333_1016_200307,341_731_191109
U1502Z1,U1502Z1,1,,333_1029_200307,341_731_191109
U1502Z1,U1502Z2,1,,333_1042_200307,341_732_191109
U1502Z2,U1502Z2,1,,333_1030_200307,341_732_191109
U1502Z2,U1502Z1,1,,333_1043_200307,341_733_191109
U1502Z1,U1502Z1,1,,333_1017_200307,341_733_191109
U1502Z1,U1502Z2,1,,333_1044_200307,341_631_191109
U1502Z2,U1502Z2,1,,333_1018_200307,341_631_191109
U1502Z2,U1502Z1,1,,333_1045_200307,341_632_191109
U1502Z1,U1502Z1,1,,333_1019_200307,341_632_191109
U1502Z1,U1502Z2,1,,333_1031_200307,341_633_191109
U1502Z2,U1502Z2,1,,333_1020_200307,341_633_191109
U1502Z2,U1502Z1,1,,333_1032_200307,341_634_191109
U1502Z1,U1502Z1,1,,333_1021_200307,341_634_191109
U1502Z1,U1502Z2,1,,333_1033_200307,341_635_191109
U1502Z2,U1502Z2,1,,333_1022_200307,341_635_191109
U1502Z2,U1502Z1,1,,333_1034_200307,341_636_191109
U1502Z1,U1502Z1,1,,333_1023_200307,341_636_191109
U1502Z1,U1502Z2,1,,333_1035_200307,341_637_191109
U1502Z2,U1502Z1,1,,333_1026_200307,341_738_191109
U1502Z1,U1502Z1,1,,333_1046_200307,341_738_191109
U1502Z2,U1502Z1,1,,333_1030_200307,341_746_191109
U1502Z1,U1502Z1,1,,333_1042_200307,341_746_191109
U1502Z1,U1502Z2,1,,333_1017_200307,341_747_191109
U1502Z2,U1502Z2,1,,333_1043_200307,341_747_191109
U1502Z2,U1502Z1,1,,333_1018_200307,341_748_191109
U1502Z1,U1502Z1,1,,333_1044_200307,341_748_191109
U4398Z2,U4398Z2,1,,624_363_191106,342_71_191201
U4398Z2,U4398Z2,1,,624_363_200316,342_71_191201
U4398Z2,U4398Z2,1,,624_390_191109,342_73_191201
U4398Z2,U4398Z2,1,,624_379_191106,342_78_191201
U4398Z2,U4398Z2,1,,624_367_191106,342_80_191201
U4398Z2,U4398Z2,1,,624_367_200316,342_80_191201
U4398Z2,U4398Z2,1,,624_373_191106,342_82_191201
U4398Z2,U4398Z2,1,,624_365_191106,342_88_191201
U4398Z2,U4398Z2,1,,624_387_191106,342_90_191201
U1308Z2,U1308Z2,1,,368_66_190921,348_679_200125
U1308Z2,U1308Z2,1,,368_68_190921,348_744_200126
U1785Z3,U1785Z3,1,,369_649_200125,348_682_200125
U1785Z4,U1785Z4,1,,369_670_200125,348_745_200126
U1785Z3,U1785Z3,1,,369_651_200125,348_684_200125
U1785Z4,U1785Z4,1,,369_663_200125,348_685_200125
U1785Z3,U1785Z3,1,,369_646_200125,348_686_200125
U1785Z4,U1785Z4,1,,369_635_200125,348_687_200125
U1785Z3,U1785Z3,1,,369_579_200125,348_688_200125
U1785Z4,U1785Z4,1,,369_660_200125,348_689_200125
U1785Z3,U1785Z3,1,,369_554_200125,348_578_200124
U1785Z3,U1785Z3,1,,369_554_200316,348_578_200124
U1785Z3,U1785Z3,1,,369_570_200125,348_736_200125
U1785Z4,U1785Z4,1,,369_650_200125,348_748_200126
U1308Z2,U1308Z2,1,,368_72_190921,348_748_200126
U1308Z2,U1308Z2,1,,368_74_190921,348_696_200125
U1308Z2,U1308Z2,1,,368_78_190921,348_698_200125
U1308Z2,U1308Z2,1,,368_82_190921,348_700_200125
U1308Z2,U1308Z2,1,,368_86_190921,348_702_200125
U1308Z2,U1308Z2,1,,368_76_190921,348_714_200125
U1308Z2,U1308Z2,1,,368_80_190921,348_716_200125
U1308Z2,U1308Z2,1,,368_84_190921,348_718_200125
U1308Z2,U1308Z2,1,,368_88_190921,348_720_200125
U1785Z3,U1785Z3,1,,369_620_200125,348_725_200125
U1785Z4,U1785Z4,1,,369_662_200125,348_749_200126
U1308Z2,U1308Z2,1,,368_70_190921,348_749_200126
U1785Z3,U1785Z3,1,,369_671_200125,348_727_200125
U1785Z4,U1785Z4,1,,369_632_200125,348_728_200125
U1785Z3,U1785Z3,1,,369_673_200125,348_729_200125
U1785Z4,U1785Z4,1,,369_652_200125,348_730_200125
U1785Z3,U1785Z3,1,,369_665_200125,348_731_200125
U1785Z4,U1785Z4,1,,369_634_200125,348_732_200125
U1785Z3,U1785Z3,1,,369_569_200124,348_623_200124
U1785Z4,U1785Z4,1,,369_639_200125,348_737_200125
U1785Z3,U1785Z3,1,,369_657_200125,348_738_200125
U1785Z4,U1785Z4,1,,369_640_200125,348_739_200125
U1785Z3,U1785Z3,1,,369_659_200125,348_740_200125
U1785Z4,U1785Z4,1,,369_674_200125,348_741_200125
U1785Z3,U1785Z3,1,,369_611_200124,348_742_200125
U2490Z2,U2490Z2,1,,438_239_190803,361_224_200404
U2490Z2,U2490Z2,1,,438_241_190803,361_225_200404
U1709Z1,U1709Z2,1,,321_55_190907,488_47_180501
U1709Z1,U1709Z2,1,,317_128_191124,488_48_180501
U1709Z1,U1709Z2,1,,317_110_191124,488_49_180501
U2490Z2,U2490Z2,1,,438_236_190803,361_229_200404
U2516Z4,U2516Z2,1,,390_63_180901,361_215_200404
U1686Z2,U1686Z1,1,,630_314_200404,386_13_191215
U1686Z2,U1686Z1,1,,630_220_200425,386_13_191215
U1829Z4,U1829Z1,1,,669_90_190413,375_1183_200201
U1829Z4,U1829Z1,1,,669_89_190413,375_1191_200201
U1829Z4,U1829Z1,1,,666_34_190929,375_1203_200201
U1829Z4,U1829Z1,1,,667_16_190929,375_1203_200201
U1829Z4,U1829Z1,1,,669_87_190413,375_1211_200201
U1829Z4,U1829Z1,1,,669_88_190413,375_1213_200201
U1829Z4,U1829Z1,1,,666_16_190929,375_1217_200201
U1829Z4,U1829Z1,1,,666_59_190929,375_1219_200201
U1829Z4,U1829Z1,1,,667_14_191116,375_1229_200201
U1829Z4,U1829Z1,1,,667_15_190929,375_1241_200201
U1829Z4,U1829Z1,1,,669_91_190413,375_1249_200201
U1829Z4,U1829Z1,1,,666_67_190408,953_125_200316
U1308Z1,U1308Z1,1,,348_723_200125,368_67_190921
U1308Z1,U1308Z1,1,,348_725_200125,368_69_190921
U1308Z1,U1308Z1,1,,348_736_200125,368_71_190921
U1308Z1,U1308Z1,1,,348_684_200125,368_73_190921
U1308Z1,U1308Z1,1,,348_713_200125,368_75_190921
U1308Z1,U1308Z1,1,,348_697_200125,368_77_190921
U1308Z1,U1308Z1,1,,348_715_200125,368_79_190921
U1308Z1,U1308Z1,1,,348_699_200125,368_81_190921
U1308Z1,U1308Z1,1,,348_717_200125,368_83_190921
U1308Z1,U1308Z1,1,,348_701_200125,368_85_190921
U1308Z1,U1308Z1,1,,348_719_200125,368_87_190921
U1308Z1,U1308Z1,1,,348_578_200124,368_20_190921
