from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
U1308Z1,U1308Z1,1,,348_580_200124,368_24_190921
U1308Z1,U1308Z1,1,,348_609_200124,368_102_190921
U1785Z3,U1785Z3,1,,471_50_200111,369_630_200125
U1785Z4,U1785Z4,1,,348_726_200125,369_631_200125
U1785Z4,U1785Z4,1,,348_728_200125,369_632_200125
U1785Z4,U1785Z4,1,,348_732_200125,369_634_200125
U1785Z4,U1785Z4,1,,348_687_200125,369_635_200125
U1785Z3,U1785Z3,1,,348_578_200124,369_554_200125
U1308Z2,U1308Z2,1,,368_25_190921,369_582_200124
U1308Z2,U1308Z2,1,,368_25_190920,369_582_200124
U1785Z3,U1785Z3,1,,348_725_200125,369_620_200125
U1785Z4,U1785Z4,1,,348_737_200125,369_639_200125
U1785Z4,U1785Z4,1,,348_739_200125,369_640_200125
U1785Z3,U1785Z3,1,,348_742_200125,369_611_200124
U1785Z3,U1785Z3,1,,348_621_200124,369_611_200124
U1308Z2,U1308Z2,1,,368_21_190921,369_642_200125
U1785Z3,U1785Z3,1,,348_623_200124,369_569_200124
U1785Z4,U1785Z4,1,,348_683_200125,369_644_200125
U1785Z3,U1785Z3,1,,348_686_200125,369_646_200125
U1785Z3,U1785Z3,1,,471_52_190901,369_579_200125
U1785Z3,U1785Z3,1,,348_688_200125,369_579_200125
U1785Z3,U1785Z3,1,,348_682_200125,369_649_200125
U1785Z4,U1785Z4,1,,348_748_200126,369_650_200125
U1785Z3,U1785Z3,1,,348_684_200125,369_651_200125
U1785Z4,U1785Z4,1,,348_730_200125,369_652_200125
U1785Z3,U1785Z3,1,,471_55_181110,369_654_200125
U1785Z4,U1785Z4,1,,348_735_200125,369_655_200125
U1785Z3,U1785Z3,1,,471_57_190901,369_657_200125
U1785Z3,U1785Z3,1,,348_738_200125,369_657_200125
U1785Z3,U1785Z3,1,,348_740_200125,369_659_200125
U1785Z4,U1785Z4,1,,348_689_200125,369_660_200125
U1785Z4,U1785Z4,1,,348_749_200126,369_662_200125
U1785Z3,U1785Z3,1,,348_736_200125,369_570_200125
U1785Z4,U1785Z4,1,,348_685_200125,369_663_200125
U1785Z3,U1785Z3,1,,348_731_200125,369_665_200125
U1785Z4,U1785Z4,1,,348_745_200126,369_670_200125
U1785Z3,U1785Z3,1,,348_727_200125,369_671_200125
U1785Z3,U1785Z3,1,,348_729_200125,369_673_200125
U1785Z4,U1785Z4,1,,348_741_200125,369_674_200125
U2222Z2,U2222Z1,1,,370_105_190629,372_29_190727
U2222Z1,U2222Z1,1,,373_125_190727,370_106_180501
U675Z11P,U675Z11,1,,905_189_200302,958_4_191223
U2222Z2,U2222Z2,1,,370_194_190629,373_66_190629
U1829Z4,U1829Z3,1,,375_1202_200201,666_33_190929
U1829Z4,U1829Z3,1,,375_1216_200201,666_35_190929
U1829Z4,U1829Z3,1,,375_1228_200201,667_14_191116
U1984Z4,U1984Z2,1,,421_116_191117,381_47_191130
U1984Z4,U1984Z2,1,,421_223_191116,381_47_191130
U1984Z3,U1984Z1,1,,421_124_191117,381_48_191201
U1984Z4,U1984Z1,1,,421_118_191116,381_48_191201
U2008Z2,U2008Z2,1,,491_23_190525,381_49_191201
U1984Z4,U1984Z2,1,,421_114_191116,381_50_191130
U1984Z4,U1984Z2,1,,421_114_200418,381_50_191130
U1984Z4,U1984Z2,1,,421_284_200425,381_50_191130
U1984Z3,U1984Z1,1,,421_120_191117,381_51_191201
U1984Z3,U1984Z1,1,,421_120_191116,381_51_191201
U1984Z3,U1984Z1,1,,421_286_200425,381_51_191201
U1984Z3,U1984Z2,1,,421_122_191117,381_52_191201
U1984Z4,U1984Z2,1,,421_121_191116,381_52_191201
U2008Z4,U2008Z2,1,,489_32_191124,387_42_190901
U2008Z4,U2008Z2,1,,489_39_191123,387_43_190901
U1984Z4,U1984Z1,1,,421_116_191117,381_57_191201
U1984Z4,U1984Z1,1,,421_223_191116,381_57_191201
U2016Z1,U2016Z2,1,,492_27_191124,381_58_191201
U2008Z4,U2008Z2,1,,489_37_191124,381_58_191201
U2008Z4,U2008Z2,1,,489_36_191123,387_48_181028
U2008Z4,U2008Z1,1,,489_37_191124,381_59_191201
U1984Z3,U1984Z1,1,,421_117_191117,381_59_191201
U1984Z4,U1984Z1,1,,421_123_191117,381_59_191201
U1984Z3,U1984Z2,1,,421_124_191117,381_60_191201
U1984Z4,U1984Z2,1,,421_118_191116,381_60_191201
U2008Z2,U2008Z2,1,,382_41_191021,381_35_190524
U1984Z3,U1984Z2,1,,421_115_191117,381_61_190526
U1984Z3,U1984Z1,1,,421_122_191117,381_63_191201
U1984Z4,U1984Z1,1,,421_121_191116,381_63_191201
U1984Z3,U1984Z2,1,,421_117_191117,381_64_191201
U1984Z4,U1984Z2,1,,421_123_191117,381_64_191201
U1984Z3,U1984Z1,1,,421_115_191117,381_55_191201
U1984Z3,U1984Z2,1,,421_120_191117,381_56_191201
U2008Z2,U2008Z1,1,,491_23_190525,387_17_180729
U2020Z2,U2020Z2,1,,492_27_191124,382_47_200308
U2020Z2,U2020Z2,1,,492_24_191123,382_48_200307
U2020Z1,U2020Z1,1,,492_25_191123,382_17_200307
U2020Z2,U2020Z2,1,,492_17_191123,382_44_200307
U2020Z1,U2020Z1,1,,492_26_191123,382_45_200308
U286Z5P,U286Z5,1,,911_351_200302,959_9_200302
U336Z1P,U336Z1,1,,903_37_200409,959_9_200302
U336Z1P,U336Z1,1,,903_32_200302,959_9_200302
U2008Z1,U2008Z3,1,,382_28_200302,489_6_191123
U1686Z3,U1686Z1,1,,630_221_200425,386_98_200307
U1686Z3,U1686Z1,1,,630_213_200425,386_100_200307
U1686Z3,U1686Z1,1,,630_223_200425,386_19_191215
U1686Z3,U1686Z1,1,,630_215_200425,386_102_200307
U1686Z3,U1686Z1,1,,630_225_200425,386_23_191215
U1686Z3,U1686Z1,1,,630_217_200425,386_104_200307
U4777Z15,U4777Z8,1,,580_144_191221,389_146_200404
U4777Z5,U4777Z8,1,,590_179_200404,389_146_200404
U4777Z15,U4777Z8,1,,580_146_191221,389_154_200404
U4777Z5,U4777Z8,1,,590_181_200404,389_154_200404
U4777Z15,U4777Z8,1,,580_148_191221,389_142_200404
U4777Z5,U4777Z8,1,,590_183_200404,389_142_200404
U4777Z15,U4777Z8,1,,580_150_191221,389_144_200404
U4777Z5,U4777Z8,1,,590_185_200404,389_144_200404
U1851Z2,U1851Z4,1,,317_177_200314,395_1_200314
U1851Z2,U1851Z4,1,,317_171_200314,395_7_200314
U1851Z2,U1851Z4,1,,317_179_200314,395_170_200314
U1851Z2,U1851Z4,1,,317_165_200314,395_18_200314
U1851Z2,U1851Z4,1,,317_168_200314,395_24_200314
U1851Z2,U1851Z4,1,,317_169_200314,395_181_200314
U1851Z2,U1851Z4,1,,317_175_200314,395_38_200314
U1851Z10,U1851Z9,1,,395_199_190901,392_3_190629
U1851Z1,U1851Z4,1,,392_2_190901,395_48_200314
U1851Z1,U1851Z4,1,,392_7_190901,395_50_200314
U1851Z10,U1851Z9,1,,395_209_190901,392_5_190629
U1851Z10,U1851Z9,1,,395_167_190901,392_6_190629
U1851Z10,U1851Z9,1,,395_173_190901,392_8_190629
U1851Z2,U1851Z4,1,,317_172_200314,395_54_200314
U1851Z2,U1851Z4,1,,317_172_200316,395_54_200314
U1851Z1,U1851Z4,1,,392_4_190901,395_60_200314
U1278Z3,U1278Z1,1,,662_42_200118,398_101_191215
U1430Z4,U1430Z2,1,,661_31_181007,398_102_191215
U1278Z3,U1278Z1,1,,662_148_200404,398_103_191215
U1278Z3,U1278Z1,1,,662_131_200330,398_105_191215
U1278Z2,U1278Z2,1,,662_149_200404,398_106_191215
U1278Z2,U1278Z2,1,,662_145_200404,398_108_191215
U1278Z3,U1278Z1,1,,662_146_200404,398_109_191215
U1430Z4,U1430Z2,1,,661_122_200316,398_110_191215
U1278Z3,U1278Z1,1,,662_130_200404,398_111_191215
U1278Z3,U1278Z1,1,,662_130_200330,398_111_191215
U1430Z4,U1430Z2,1,,661_133_200321,398_112_191215
U1278Z3,U1278Z1,1,,662_140_200404,398_113_191215
U1278Z3,U1278Z1,1,,662_140_200425,398_113_191215
U1434Z2,U1434Z2,1,,443_133_200404,398_114_191215
U1984Z2,U1984Z4,1,,381_50_191130,421_114_191116
U1984Z1,U1984Z3,1,,381_55_191201,421_115_191117
U1984Z2,U1984Z3,1,,381_61_190526,421_115_191117
U1984Z1,U1984Z4,1,,381_57_191201,421_116_191117
U1984Z2,U1984Z4,1,,381_47_191130,421_116_191117
U1984Z1,U1984Z3,1,,381_59_191201,421_117_191117
U1984Z2,U1984Z3,1,,381_64_191201,421_117_191117
U1984Z1,U1984Z4,1,,381_48_191201,421_118_191116
U1984Z2,U1984Z4,1,,381_60_191201,421_118_191116
U1984Z1,U1984Z3,1,,381_51_191201,421_120_191117
U1984Z2,U1984Z3,1,,381_56_191201,421_120_191117
U1984Z1,U1984Z4,1,,381_63_191201,421_121_191116
U1984Z2,U1984Z4,1,,381_52_191201,421_121_191116
U2109Z1,U2109Z1,1,,332_32_200229,452_267_191224
U2490Z1,U2490Z1,1,,360_40_200404,440_1_190608
U2490Z1,U2490Z1,1,,361_81_200404,438_237_190803
U2490Z1,U2490Z1,1,,338_43_200404,440_3_190608
U2490Z1,U2490Z1,1,,390_46_200404,438_33_190608
U2490Z1,U2490Z1,1,,360_45_200404,440_5_190608
U2490Z1,U2490Z1,1,,361_89_200404,438_240_190803
U2109Z1,U2109Z1,1,,332_90_200316,452_272_191224
U2109Z1,U2109Z1,1,,332_5_200316,452_274_191224
U2109Z1,U2109Z1,1,,332_88_200316,452_276_191224
U2490Z1,U2490Z1,1,,360_44_200404,440_7_190608
U2490Z1,U2490Z1,1,,361_79_200404,438_242_190803
U2109Z1,U2109Z1,1,,332_19_200316,452_278_191224
U2109Z1,U2109Z1,1,,332_70_200316,452_280_190608
U2109Z1,U2109Z1,1,,332_124_190831,452_269_191224
U1793Z3,U1793Z5,1,,369_577_200124,467_247_191102
U1793Z3,U1793Z5,1,,369_563_200124,467_249_191102
U1793Z3,U1793Z5,1,,369_619_200124,467_251_191102
U1785Z4,U1785Z4,1,,369_629_200125,471_49_190901
U1785Z4,U1785Z4,1,,369_643_200125,471_81_190901
U1785Z4,U1785Z4,1,,369_674_200125,471_51_190901
U2008Z1,U2008Z3,1,,381_40_190526,489_33_191123
U2008Z1,U2008Z3,1,,381_80_191207,489_33_191123
U2008Z1,U2008Z3,1,,387_50_190331,489_35_191123
U2008Z1,U2008Z3,1,,387_32_190902,489_35_191123
U2008Z1,U2008Z3,1,,381_63_191201,489_16_191124
U2008Z1,U2008Z3,1,,382_42_200308,489_38_191124
U2008Z1,U2008Z3,1,,382_43_200308,489_72_191123
U2008Z1,U2008Z3,1,,382_43_200307,489_72_191123
U2008Z1,U2008Z3,1,,387_47_180501,491_22_191201
U2008Z1,U2008Z3,1,,387_47_180505,491_22_191201
U2008Z2,U2008Z3,1,,381_60_191201,491_22_191201
U2008Z2,U2008Z3,1,,381_60_191130,491_22_191201
U2008Z1,U2008Z3,1,,381_53_191201,491_15_191201
U2008Z1,U2008Z3,1,,381_53_191202,491_15_191201
U2020Z2,U2020Z2,1,,382_48_200307,492_24_191123
U2016Z1,U2016Z1,1,,381_59_191201,659_28_200118
U2016Z1,U2016Z1,1,,381_59_191207,659_28_200118
U2020Z1,U2020Z1,1,,382_17_200307,492_25_191123
U2020Z2,U2020Z2,1,,382_44_200307,492_17_191123
U2020Z1,U2020Z1,1,,382_45_200308,492_26_191123
U2020Z1,U2020Z1,1,,382_45_200307,492_26_191123
U2020Z2,U2020Z2,1,,382_47_200308,492_27_191124
U3287Z12,U3287Z6,1,,395_174_190901,512_2_190629
U3287Z12,U3287Z6,1,,395_168_190901,511_4_190629
U3287Z12,U3287Z6,1,,395_175_190901,512_4_190629
U3287Z12,U3287Z6,1,,395_178_190901,511_6_190629
U3287Z12,U3287Z6,1,,395_192_190901,512_6_190629
U3287Z12,U3287Z6,1,,395_182_190901,511_8_190629
U4777Z15,U4777Z3,1,,389_147_200401,580_145_191221
U4777Z17,U4777Z3,1,,609_710_200201,580_145_191221
U4777Z15,U4777Z3,1,,389_141_200401,580_147_191221
U4777Z17,U4777Z3,1,,609_718_200201,580_147_191221
U4777Z15,U4777Z3,1,,389_143_200401,580_149_191221
U4777Z17,U4777Z3,1,,609_726_200201,580_149_191221
U4777Z15,U4777Z3,1,,389_145_200401,580_151_191221
U4777Z17,U4777Z3,1,,609_714_200201,580_151_191221
U4770Z2,U4769Z2,1,,342_86_191201,612_322_190824
U4770Z2,U4769Z2,1,,342_86_191202,612_322_190824
U4770Z2,U4769Z2,1,,342_78_191201,612_324_190824
U4770Z2,U4769Z2,1,,342_71_191201,612_326_190824
U4770Z2,U4769Z2,1,,342_88_191201,612_328_190824
U4770Z2,U4769Z2,1,,342_80_191201,612_330_190824
U4770Z2,U4769Z2,1,,342_73_191201,612_332_190824
U4770Z2,U4769Z2,1,,342_73_191202,612_332_190824
U4770Z2,U4769Z2,1,,342_90_191201,612_334_190824
U4770Z2,U4769Z2,1,,342_82_191201,612_336_190824
U4770Z2,U4769Z2,1,,342_75_191201,612_338_190824
U4398Z1,U4398Z1,1,,342_79_191201,624_362_191106
U4398Z1,U4398Z1,1,,342_72_191201,624_364_191106
U4398Z1,U4398Z1,1,,342_72_191202,624_364_191106
U4398Z1,U4398Z1,1,,342_89_191201,624_366_191106
U4398Z1,U4398Z1,1,,342_81_191201,624_389_191109
U4398Z1,U4398Z1,1,,342_74_191201,624_391_191109
U4398Z1,U4398Z1,1,,342_91_191201,624_392_191109
U4398Z1,U4398Z1,1,,342_83_191201,624_374_191109
U4777Z15,U4777Z4,1,,389_147_200401,627_3_191201
U4777Z15,U4777Z4,1,,389_141_200401,627_5_191201
U4777Z15,U4777Z4,1,,389_143_200401,627_7_191201
U4777Z15,U4777Z4,1,,389_145_200401,627_9_191201
U1278Z2,U1278Z2,1,,398_104_191215,662_144_200405
U1278Z1,U1278Z3,1,,398_111_191215,662_130_200404
U1278Z1,U1278Z3,1,,398_169_191221,662_130_200404
U1984Z1,U1984Z3,1,,381_63_191201,421_122_191117
U1984Z2,U1984Z3,1,,381_52_191201,421_122_191117
U1984Z1,U1984Z4,1,,381_59_191201,421_123_191117
U1984Z2,U1984Z4,1,,381_64_191201,421_123_191117
U1278Z2,U1278Z2,1,,398_108_191215,662_145_200404
U1278Z1,U1278Z3,1,,398_109_191215,662_146_200404
U1278Z1,U1278Z3,1,,398_174_191221,662_146_200404
U1278Z2,U1278Z3,1,,398_114_191215,662_146_200404
U1278Z1,U1278Z3,1,,398_101_191215,662_42_200118
U1278Z1,U1278Z3,1,,398_167_191221,662_42_200118
U1278Z1,U1278Z3,1,,398_103_191215,662_148_200404
U1278Z1,U1278Z3,1,,398_103_191216,662_148_200404
U1278Z2,U1278Z2,1,,398_106_191215,662_149_200404
U1278Z1,U1278Z3,1,,398_113_191215,662_140_200404
U1984Z1,U1984Z3,1,,381_48_191201,421_124_191117
U1984Z2,U1984Z3,1,,381_60_191201,421_124_191117
U9176Z2,U9176Z1,1,,467_247_191102,668_24_190907
U9176Z2,U9176Z1,1,,467_249_191102,668_26_190907
U9176Z2,U9176Z1,1,,467_251_191102,668_28_190907
U1829Z4,U1829Z3,1,,375_1222_200201,667_15_190929
U1829Z4,U1829Z2,1,,375_1178_200201,669_31_190929
U1829Z4,U1829Z2,1,,375_1238_200201,669_26_190929
U1829Z4,U1829Z3,1,,375_1202_200201,667_16_190929
U1829Z4,U1829Z2,1,,375_1244_200201,669_34_190929
U3257Z2,U1829Z2,1,,375_1246_200201,669_36_190929
U3257Z2,U1829Z2,1,,375_1218_200201,669_38_190929
U28Z1P,U28Z1P,1,,221_781_191215,163_940_200302
U28Z1P,U28Z1P,1,,221_756_191215,163_929_200302
U28Z1P,U28Z1P,1,,221_808_191215,163_916_200302
U107Z1P,U107Z1P,1,,228_336_200302,240_1141_200302
U1500Z2,U1500Z1,1,,303_528_190916,344_369_190304
U1500Z2,U1500Z1,1,,303_530_190916,344_374_190403
U1500Z2,U1500Z1,1,,344_417_190403,303_485_190916
U1500Z2,U1500Z1,1,,303_604_190916,344_376_190403
U1500Z2,U1500Z1,1,,344_404_190403,303_489_190916
U1500Z2,U1500Z1,1,,344_367_190304,303_593_190916
U1500Z2,U1500Z1,1,,344_375_190403,303_493_190916
U1500Z2,U1500Z1,1,,303_486_190916,344_386_190403
U1500Z2,U1500Z1,1,,303_515_190916,344_388_190403
U1500Z2,U1500Z1,1,,344_424_190304,303_499_190916
U1500Z2,U1500Z1,1,,303_601_190916,344_396_190403
U1500Z2,U1500Z1,1,,344_413_190403,303_503_190916
U1500Z2,U1500Z1,1,,344_377_190403,303_505_190916
U1500Z2,U1500Z1,1,,344_422_190403,303_595_190916
U1500Z2,U1500Z1,1,,344_408_190403,303_514_190916
U1500Z2,U1500Z1,1,,344_385_190403,303_518_190916
U1500Z2,U1500Z1,1,,303_494_190916,344_402_190304
U1500Z2,U1500Z1,1,,344_387_190403,303_520_190916
U1500Z1,U1500Z1,1,,344_384_190403,303_529_190916
U1500Z2,U1500Z1,1,,303_519_190916,344_416_190403
U1500Z2,U1500Z1,1,,344_403_190304,303_602_190916
U1500Z2,U1500Z1,1,,303_490_190916,344_410_190403
U1500Z2,U1500Z1,1,,344_406_190403,303_50_190902
U1500Z2,U1500Z1,1,,303_598_190916,344_412_190403
U1500Z2,U1500Z1,1,,303_504_190916,344_414_190304
U1500Z2,U1500Z1,1,,303_517_190916,344_392_190403
U1500Z2,U1500Z1,1,,303_596_190916,344_407_190403
U1500Z2,U1500Z1,1,,344_415_190304,303_524_190916
U1500Z2,U1500Z1,1,,303_502_190916,344_421_190403
U1500Z2,U1500Z1,1,,344_397_190403,303_603_190916
U1500Z2,U1500Z1,1,,303_521_190916,344_423_190403
U3143Z1,U3143Z2,1,,584_20_191216,305_136_200401
U3143Z1,U3143Z2,1,,584_12_191216,305_138_200401
U3143Z1,U3143Z2,1,,584_10_191216,305_140_200401
U3143Z1,U3143Z2,1,,584_4_191216,305_149_200401
U3143Z1,U3143Z2,1,,584_14_191216,305_44_200106
U3143Z1,U3143Z2,1,,584_2_191216,305_156_200401
U1690Z1,U1690Z1,1,,350_15_191021,316_16_200106
U1690Z1,U1690Z1,1,,350_557_200316,316_466_200316
U1690Z1,U1690Z1,1,,350_28_191021,316_93_200106
U1690Z1,U1690Z1,1,,350_5_200316,316_41_200106
U1690Z2,U1690Z2,1,,350_6_200316,316_42_200106
U1690Z1,U1690Z1,1,,350_7_191021,316_43_200106
U1690Z2,U1690Z2,1,,350_8_191021,316_44_200106
U1690Z1,U1690Z1,1,,350_521_191021,316_468_200316
U1690Z1,U1690Z1,1,,350_47_191021,316_182_200316
U1690Z1,U1690Z1,1,,350_526_191021,316_103_200106
U1690Z2,U1690Z2,1,,350_52_191021,316_104_200106
U1690Z1,U1690Z1,1,,350_53_191021,316_105_200106
U1712Z3,U1712Z2,1,,446_6_180430,317_235_200316
U1702Z2,U1702Z2,1,,321_12_200316,318_27_200316
U1702Z1,U1702Z1,1,,317_144_191125,318_34_200302
U1702Z2,U1702Z2,1,,317_5_200316,318_3_200316
U1702Z1,U1702Z1,1,,321_17_190902,318_4_200302
U1702Z2,U1702Z2,1,,321_4_200316,318_64_200316
U1702Z1,U1702Z1,1,,318_131_200316,317_236_191125
U1712Z3,U1712Z1,1,,446_36_180430,317_236_191125
U1712Z3,U1712Z2,1,,446_50_180430,317_161_200316
U1709Z1,U1709Z2,1,,447_18_200316,317_161_200316
U1702Z2,U1702Z2,1,,318_18_200316,317_161_200316
U1702Z2,U1702Z2,1,,318_10_200316,321_9_200316
U1702Z1,U1702Z1,1,,318_44_200302,317_10_190902
U1851Z10,U1851Z10,1,,395_220_190902,317_136_191125
U1712Z3,U1712Z1,1,,446_8_180430,317_151_191125
U1702Z2,U1702Z2,1,,318_57_200316,317_162_200316
U1702Z1,U1702Z1,1,,321_36_190902,318_166_200302
U1702Z2,U1702Z2,1,,321_6_200316,318_35_200316
U1702Z1,U1702Z1,1,,318_128_200302,321_2_190902
U1702Z1,U1702Z1,1,,318_79_200302,317_43_200316
U1702Z2,U1702Z2,1,,318_21_200316,317_44_200316
U1702Z1,U1702Z1,1,,318_69_200302,317_139_191125
U1712Z3,U1712Z1,1,,446_56_180430,317_139_191125
U1851Z9,U1851Z10,1,,392_80_190902,317_139_191125
U1712Z3,U1712Z2,1,,446_74_190902,317_163_200316
U1709Z1,U1709Z2,1,,447_7_180702,317_163_200316
U1702Z2,U1702Z2,1,,318_87_200316,317_163_200316
U1702Z2,U1702Z2,1,,318_80_200316,317_23_200316
U1712Z3,U1712Z1,1,,446_4_180430,317_237_191125
U1851Z10,U1851Z10,1,,395_223_190902,317_237_191125
U1702Z2,U1702Z2,1,,318_174_200316,317_164_200316
U1702Z1,U1702Z1,1,,318_34_200302,317_144_191125
U1712Z3,U1712Z1,1,,446_26_180430,317_144_191125
U1851Z10,U1851Z10,1,,395_261_190902,317_144_191125
U1712Z3,U1712Z2,1,,446_34_180430,317_165_200316
U1702Z2,U1702Z2,1,,318_37_200316,317_165_200316
U1702Z2,U1702Z2,1,,318_68_200316,321_24_200316
U1702Z2,U1702Z2,1,,317_20_200316,318_41_200316
U1702Z1,U1702Z1,1,,318_42_200302,317_145_191125
U1712Z3,U1712Z1,1,,446_60_180430,317_145_191125
U1851Z10,U1851Z10,1,,395_248_190902,317_145_191125
U1712Z3,U1712Z2,1,,446_67_180430,317_166_200316
U1702Z1,U1702Z1,1,,318_159_200302,317_50_190902
U1702Z2,U1702Z2,1,,318_51_200316,321_29_200316
U1702Z1,U1702Z1,1,,318_151_200302,317_48_190902
U1702Z2,U1702Z2,1,,318_85_200316,321_22_200316
U1702Z1,U1702Z1,1,,318_24_200302,317_52_190902
U1712Z3,U1712Z2,1,,446_12_180430,317_239_200316
U1702Z2,U1702Z2,1,,318_23_200316,317_239_200316
U1702Z1,U1702Z1,1,,318_172_200302,321_11_190902
U1702Z2,U1702Z2,1,,318_27_200316,321_12_200316
U1702Z1,U1702Z1,1,,318_171_200302,317_148_190902
U1712Z3,U1712Z2,1,,446_30_180430,317_27_200316
U1702Z2,U1702Z2,1,,318_49_200316,317_27_200316
U1702Z1,U1702Z1,1,,318_129_200302,317_28_190902
U1712Z3,U1712Z1,1,,446_40_180430,317_28_190902
U1702Z1,U1702Z1,1,,318_52_200302,317_116_191125
U1712Z3,U1712Z1,1,,446_52_180430,317_116_191125
U1712Z3,U1712Z2,1,,446_62_180430,317_168_200316
U1709Z1,U1709Z2,1,,447_9_180702,317_168_200316
U1702Z2,U1702Z2,1,,318_25_200316,317_168_200316
U1702Z1,U1702Z1,1,,318_2_200316,321_5_190902
U1702Z2,U1702Z2,1,,318_35_200316,321_6_200316
U1702Z1,U1702Z1,1,,318_48_200302,317_150_191125
U1712Z3,U1712Z1,1,,446_32_180430,317_150_191125
U1851Z10,U1851Z10,1,,395_239_190902,317_150_191125
U1712Z3,U1712Z2,1,,446_46_180430,317_169_200316
U1709Z1,U1709Z2,1,,447_20_180702,317_169_200316
U1702Z2,U1702Z2,1,,318_39_200316,317_169_200316
U1702Z2,U1702Z2,1,,318_72_200316,317_45_200316
U1712Z3,U1712Z1,1,,446_10_180430,317_137_191125
U1851Z9,U1851Z10,1,,392_75_190902,317_137_191125
U1712Z3,U1712Z2,1,,446_42_180430,317_170_200316
U1702Z2,U1702Z2,1,,318_16_200316,317_170_200316
U1702Z2,U1702Z2,1,,318_32_200316,321_15_200316
U1702Z1,U1702Z1,1,,318_156_200302,317_30_190902
U1712Z3,U1712Z2,1,,446_10_180430,317_25_200316
U1702Z1,U1702Z1,1,,318_167_200302,317_26_190902
U1712Z3,U1712Z1,1,,446_18_180430,317_26_190902
U1712Z3,U1712Z2,1,,446_38_180430,317_7_200316
U1709Z1,U1709Z2,1,,447_16_180702,317_7_200316
U1702Z1,U1702Z1,1,,318_155_200302,317_19_190902
U1702Z2,U1702Z2,1,,318_41_200316,317_20_200316
U1702Z1,U1702Z1,1,,318_71_200302,321_30_190902
U1702Z2,U1702Z2,1,,317_49_200316,318_11_200316
U1702Z1,U1702Z1,1,,318_13_200316,317_153_191125
U1712Z3,U1712Z1,1,,446_20_180430,317_153_191125
U1851Z10,U1851Z10,1,,395_221_200316,317_153_191125
U1712Z3,U1712Z2,1,,446_28_180430,317_171_200316
U1702Z2,U1702Z2,1,,318_76_200316,317_171_200316
U1702Z1,U1702Z1,1,,318_153_200302,317_122_191125
U1712Z3,U1712Z1,1,,446_44_180430,317_122_191125
U1712Z3,U1712Z2,1,,446_54_180430,317_172_200316
U1702Z2,U1702Z2,1,,318_53_200316,317_172_200316
U1702Z2,U1702Z2,1,,318_142_200316,321_7_200316
U1702Z1,U1702Z1,1,,318_22_200302,317_2_190902
U1712Z3,U1712Z1,1,,446_14_180430,317_2_190902
U1702Z1,U1702Z1,1,,318_7_200302,321_33_190902
U1702Z2,U1702Z2,1,,318_62_200316,321_34_200316
U1702Z1,U1702Z1,1,,317_150_191125,318_48_200302
U1702Z2,U1702Z2,1,,317_27_200316,318_49_200316
U1702Z1,U1702Z1,1,,317_28_190902,318_129_200302
U1702Z2,U1702Z2,1,,321_29_200316,318_51_200316
U1702Z1,U1702Z1,1,,317_116_191125,318_52_200302
U1702Z2,U1702Z2,1,,317_172_200316,318_53_200316
U1702Z1,U1702Z1,1,,317_52_190902,318_24_200302
U1702Z2,U1702Z2,1,,317_168_200316,318_25_200316
U1702Z1,U1702Z1,1,,318_26_200307,317_124_190902
U1712Z3,U1712Z1,1,,446_67_180430,317_124_190902
U2191Z2,U2191Z2,1,,392_71_200316,317_173_200316
U1702Z1,U1702Z1,1,,318_61_200302,317_4_190902
U1702Z2,U1702Z2,1,,318_3_200316,317_5_200316
U1702Z1,U1702Z1,1,,321_2_190902,318_128_200302
U1702Z2,U1702Z2,1,,317_165_200316,318_37_200316
U1702Z1,U1702Z1,1,,318_38_200302,317_156_191125
U1712Z3,U1712Z1,1,,446_48_180430,317_156_191125
U1712Z3,U1712Z2,1,,446_58_180430,317_174_200316
U1702Z2,U1702Z2,1,,318_43_200316,317_174_200316
U1702Z1,U1702Z1,1,,318_86_200302,321_19_190902
U1851Z10,U1851Z10,1,,395_255_190902,317_158_191125
U1712Z3,U1712Z2,1,,446_22_180430,317_175_200316
U1709Z1,U1709Z2,1,,447_13_180702,317_175_200316
U1702Z2,U1702Z2,1,,318_146_200316,317_175_200316
U1702Z1,U1702Z1,1,,318_4_200302,321_17_190902
U1702Z2,U1702Z2,1,,318_152_200316,321_18_200316
U1702Z2,U1702Z2,1,,321_15_200316,318_32_200316
U1709Z1,U1709Z2,1,,317_26_190902,447_10_180702
U1709Z1,U1709Z2,1,,321_33_190902,447_12_180702
U1712Z2,U1712Z3,1,,317_235_200316,446_7_180430
U1712Z1,U1712Z3,1,,317_151_191125,446_9_180430
U1712Z1,U1712Z3,1,,317_137_191125,446_11_180430
U1712Z2,U1712Z3,1,,317_239_200316,446_13_180430
U1712Z1,U1712Z3,1,,317_26_190902,446_19_180430
U1712Z2,U1712Z3,1,,317_171_200316,446_29_180430
U1712Z2,U1712Z3,1,,317_27_200316,446_31_180430
U1712Z1,U1712Z3,1,,317_236_191125,446_37_180430
U1712Z2,U1712Z3,1,,317_7_200316,446_39_180430
U1712Z1,U1712Z3,1,,317_28_190902,446_41_180430
U1712Z2,U1712Z3,1,,317_170_200316,446_43_180430
U1712Z2,U1712Z3,1,,317_169_200316,446_47_180430
U1712Z1,U1712Z3,1,,317_156_191125,446_49_180430
U1712Z2,U1712Z3,1,,317_161_200316,446_51_180430
