stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code
U126Z2P,"Nádraží Podbaba",50.11119,14.39408,"P",,0,,1,,B
U126Z2,"Nádraží Podbaba",50.11119,14.39408,"B",,0,,1,,B
U126Z3P,"Nádraží Podbaba",50.11193,14.39412,"P",,0,,1,,C
U127Z1P,"Na Staré cestě",50.03834,14.44199,"P",,0,,0,,A
U127Z2P,"Na Staré cestě",50.03877,14.44119,"P",,0,,0,,B
U128Z1P,"Habrová",50.08805,14.49143,"P",,0,,0,,A
U128Z2P,"Habrová",50.08794,14.49067,"P",,0,,0,,B
U128Z3P,"Habrová",50.08789,14.49042,"P",,0,,0,,C
U129Z1P,"Hadovitá",50.05156,14.45673,"P",,0,,0,,A
U129Z2P,"Hadovitá",50.05151,14.45756,"P",,0,,0,,B
U130Z1P,"Hadovka",50.09942,14.37514,"P",,0,,1,,A
U130Z2P,"Hadovka",50.09955,14.37571,"P",,0,,1,,B
U131Z1P,"Hájek",50.05052,14.62808,"P",,0,,0,,A
U131Z1,"Hájek",50.05052,14.62808,"B",,0,,0,,A
U131Z2P,"Hájek",50.04969,14.62813,"P",,0,,0,,B
U131Z2,"Hájek",50.04969,14.62813,"B",,0,,0,,B
U132Z1P,"Hájová",50.01735,14.65258,"P",,0,,0,,A
U132Z2P,"Hájová",50.01752,14.65283,"P",,0,,0,,B
U133Z1P,"Hanspaulka",50.10421,14.37298,"P",,0,,0,,A
U133Z2P,"Hanspaulka",50.10517,14.37307,"P",,0,,0,,B
U134Z1P,"Nádraží Libeň",50.10211,14.50219,"P",,0,,1,,A
U134Z2P,"Nádraží Libeň",50.10200,14.50246,"P",,0,,1,,B
U134Z4P,"Nádraží Libeň",50.10117,14.50256,"P",,0,,0,,D
U134Z5P,"Nádraží Libeň",50.10285,14.50320,"P",,0,,0,,E
U135Z1P,"Hloubětín",50.10618,14.53669,"P",,0,,2,,A
U135Z2P,"Hloubětín",50.10617,14.53757,"P",,0,,2,,B
U135Z3P,"Hloubětín",50.10580,14.53858,"P",,0,,0,,C
U135Z4P,"Hloubětín",50.10603,14.53748,"P",,0,,0,,D
U135Z5P,"Hloubětín",50.10629,14.53682,"P",,0,,0,,E
U135Z101P,"Hloubětín",50.10671,14.53640,"P"," ",0,U135S1,0,U135L2,1
U135Z102P,"Hloubětín",50.10667,14.53637,"P"," ",0,U135S1,0,U135L2,2
U136Z1P,"Lnářská",50.02825,14.59796,"P",,0,,0,,A
U136Z1,"Lnářská",50.02825,14.59796,"B",,0,,0,,A
U136Z2P,"Lnářská",50.02817,14.59709,"P",,0,,0,,B
U136Z2,"Lnářská",50.02817,14.59709,"B",,0,,0,,B
U137Z1P,"Hejtmanská",50.10539,14.55703,"P",,0,,0,,A
U137Z2P,"Hejtmanská",50.10529,14.55720,"P",,0,,0,,B
U138Z1P,"Hellichova",50.08566,14.40417,"P",,0,,1,,A
U138Z2P,"Hellichova",50.08419,14.40447,"P",,0,,1,,B
U139Z1P,"Hercovka",50.12207,14.45122,"P",,0,,2,,A
U139Z2P,"Hercovka",50.12185,14.45330,"P",,0,,2,,B
U140Z1P,"Hládkov",50.09068,14.38554,"P",,0,,1,,A
U140Z2P,"Hládkov",50.09008,14.38586,"P",,0,,1,,B
U140Z5P,"Hládkov",50.08984,14.38621,"P",,0,,0,,E
U140Z6P,"Hládkov",50.08970,14.38600,"P",,0,,0,,F
U141Z1P,"Hlavní",50.04623,14.48762,"P",,0,,0,,A
U141Z2P,"Hlavní",50.04689,14.48677,"P",,0,,0,,B
U141Z3P,"Hlavní",50.04707,14.48656,"P",,0,,0,,C
U142Z1P,"Hlavní nádraží",50.08608,14.43511,"P",,0,,1,,A
U142Z2P,"Hlavní nádraží",50.08569,14.43593,"P",,0,,1,,B
U142Z3P,"Hlavní nádraží",50.08294,14.43478,"P",,0,,0,,C
U142Z4P,"Hlavní nádraží",50.08322,14.43460,"P",,0,,0,,D
U142Z101P,"Hlavní nádraží",50.08390,14.43449,"P",,0,U142S1,1,,1
U142Z102P,"Hlavní nádraží",50.08311,14.43379,"P",,0,U142S1,1,,2
U143Z1P,"Hlohová",50.05643,14.50200,"P",,0,,0,,A
U143Z2P,"Hlohová",50.05635,14.50227,"P",,0,,0,,B
U144Z1P,"Starý Hloubětín",50.10435,14.52991,"P",,0,,1,,A
U144Z2P,"Starý Hloubětín",50.10402,14.53021,"P",,0,,2,,B
U144Z5P,"Starý Hloubětín",50.10541,14.52928,"P",,0,,1,,E
U144Z6P,"Starý Hloubětín",50.10484,14.52929,"P",,0,,1,,F
U145Z1,"Mladějovská",50.13255,14.56035,"B",,0,,0,,A
U145Z2,"Mladějovská",50.13271,14.56045,"B",,0,,0,,B
U146Z1P,"Nádraží Hlubočepy",50.04103,14.39378,"P",,0,,0,,A
U146Z2P,"Nádraží Hlubočepy",50.04152,14.39459,"P",,0,,0,,B
U147Z3P,"Hlubočepy",50.04180,14.40439,"P",,0,,0,,C
U147Z4P,"Hlubočepy",50.04215,14.40476,"P",,0,,0,,D
U147Z7P,"Hlubočepy",50.04280,14.40441,"P",,0,,0,,G
U147Z8P,"Hlubočepy",50.04270,14.40422,"P",,0,,0,,H
U148Z1P,"Holečkova",50.07422,14.39497,"P",,0,,0,,A
U148Z2P,"Holečkova",50.07432,14.39582,"P",,0,,0,,B
U149Z1P,"Holyně",50.02978,14.35716,"P",,0,,0,,A
U149Z2P,"Holyně",50.02963,14.35671,"P",,0,,0,,B
U150Z1P,"Weberova",50.07350,14.35550,"P",,0,,0,,A
U150Z2P,"Weberova",50.07350,14.35625,"P",,0,,0,,B
U151Z1P,"Horčičkova",50.03200,14.53442,"P",,0,,0,,A
U151Z1,"Horčičkova",50.03200,14.53442,"0",,0,,0,,A
U151Z2P,"Horčičkova",50.03178,14.53373,"P",,0,,0,,B
U151Z2,"Horčičkova",50.03178,14.53373,"0",,0,,0,,B
U152Z1P,"Horky",50.06145,14.44663,"P",,0,,1,,A
U152Z2P,"Horky",50.06166,14.44634,"P",,0,,1,,B
U153Z1P,"Horní cesta",50.03327,14.39645,"P",,0,,0,,A
U154Z1P,"Boloňská",50.04718,14.55570,"P",,0,,0,,A
U154Z2P,"Boloňská",50.04798,14.55671,"P",,0,,0,,B
U154Z3P,"Boloňská",50.04825,14.55658,"P",,0,,0,,C
U154Z4P,"Boloňská",50.04750,14.55567,"P",,0,,0,,D
U155Z1,"Na Kovárně",50.11782,14.62802,"B",,0,,0,,A
U155Z2,"Na Kovárně",50.11803,14.62874,"B",,0,,0,,B
U156Z1P,"Průchova",50.06239,14.36597,"P",,0,,0,,A
U156Z2P,"Průchova",50.06260,14.36642,"P",,0,,0,,B
U157Z1P,"Bořislavka",50.09852,14.36455,"P",,0,,1,,A
U157Z2P,"Bořislavka",50.09857,14.36378,"P",,0,,1,,B
U157Z3P,"Bořislavka",50.09872,14.36414,"P",,0,,0,,C
U157Z4P,"Bořislavka",50.09905,14.36469,"P",,0,,0,,D
U157Z4,"Bořislavka",50.09905,14.36469,"B",,0,,0,,D
U157Z5,"Bořislavka",50.09868,14.36360,"B",,0,,0,,E
U157Z6P,"Bořislavka",50.09921,14.36468,"P",,0,,0,,F
U157Z6,"Bořislavka",50.09921,14.36468,"B",,0,,0,,F
U157Z74,"Bořislavka",50.09905,14.36469,"B",,0,,0,,D
U157Z101P,"Bořislavka",50.09831,14.36283,"P",,0,U157S1,1,U157L2,1
U157Z102P,"Bořislavka",50.09837,14.36282,"P",,0,U157S1,1,U157L2,2
U158Z1P,"Hostavice",50.09022,14.56348,"P",,0,,0,,A
U158Z2P,"Hostavice",50.09002,14.56318,"P",,0,,0,,B
U159Z1P,"Benice",50.01357,14.60498,"P",,0,,0,,A
U159Z2P,"Benice",50.01340,14.60533,"P",,0,,0,,B
U159Z2,"Benice",50.01340,14.60533,"B",,0,,0,,B
U159Z4,"Benice",50.01335,14.60507,"B",,0,,0,,D
U160Z1P,"Hostivařské náměstí",50.05012,14.52630,"P",,0,,0,,A
U160Z2P,"Hostivařské náměstí",50.05013,14.52643,"P",,0,,0,,B
U161Z1P,"Hostýnská",50.08107,14.49553,"P",,0,,0,,A
U161Z2P,"Hostýnská",50.08132,14.49552,"P",,0,,0,,B
U162Z5P,"Čínská",50.10895,14.39467,"P",,0,,0,,E
U162Z5,"Čínská",50.10895,14.39467,"0",,0,,0,,E
U162Z6P,"Čínská",50.10901,14.39394,"P",,0,,0,,F
U162Z6,"Čínská",50.10901,14.39394,"0",,0,,0,,F
U163Z1P,"Hradčanská",50.09730,14.40487,"P",,0,,1,,A
U163Z2P,"Hradčanská",50.09721,14.40385,"P",,0,,1,,B
U163Z5P,"Hradčanská",50.09818,14.40535,"P",,0,,0,,E
U163Z6P,"Hradčanská",50.09812,14.40522,"P",,0,,0,,F
U163Z9P,"Hradčanská",50.09734,14.40609,"P",,0,,0,,I
U163Z10P,"Hradčanská",50.09700,14.40277,"P",,0,,0,,J
U163Z11P,"Hradčanská (ul. Badeniho)",50.09648,14.40817,"P",,0,,2,,K
U163Z12P,"Hradčanská (ul. Badeniho)",50.09652,14.40831,"P",,0,,2,,L
U163Z101P,"Hradčanská",50.09721,14.40378,"P",,0,U163S1,2,,1
U163Z102P,"Hradčanská",50.09767,14.40254,"P",,0,U163S1,2,,2
U164Z3,"Hrnčíře",49.99686,14.51764,"B",,0,,0,,C
U164Z4,"Hrnčíře",49.99891,14.51719,"B",,0,,0,,D
U165Z1,"Hrnčířský hřbitov",50.00166,14.51600,"B",,0,,0,,A
U165Z2P,"Hrnčířský hřbitov",50.00306,14.51652,"P",,0,,0,,B
U165Z2,"Hrnčířský hřbitov",50.00306,14.51652,"B",,0,,0,,B
U165Z3P,"Hrnčířský hřbitov",50.00283,14.51507,"P",,0,,0,,C
U165Z5,"Hrnčířský hřbitov",50.00233,14.51785,"B",,0,,0,,E
U166Z1P,"Toulcův dvůr",50.04785,14.51908,"P",,0,,0,,A
U166Z2P,"Toulcův dvůr",50.04775,14.51960,"P",,0,,0,,B
U167Z1P,"Ďáblický hřbitov",50.13740,14.47877,"P",,0,,0,,A
U167Z1,"Ďáblický hřbitov",50.13740,14.47877,"0",,0,,0,,A
U167Z2P,"Ďáblický hřbitov",50.13778,14.47866,"P",,0,,0,,B
U167Z2,"Ďáblický hřbitov",50.13778,14.47866,"0",,0,,0,,B
U168Z1P,"Hřebenka",50.07510,14.39035,"P",,0,,0,,A
U168Z2P,"Hřebenka",50.07507,14.38987,"P",,0,,0,,B
U169Z1P,"Hříbková",50.02040,14.58047,"P",,0,,0,,A
U169Z2P,"Hříbková",50.02062,14.57992,"P",,0,,0,,B
U170Z1P,"Hulická",50.07777,14.66027,"P",,0,,0,,A
U170Z1,"Hulická",50.07777,14.66027,"B",,0,,0,,A
U170Z2P,"Hulická",50.07728,14.65995,"P",,0,,0,,B
U170Z2,"Hulická",50.07728,14.65995,"B",,0,,0,,B
U170Z3P,"Hulická",50.07798,14.66011,"P",,0,,0,,C
U171Z1P,"Letecké muzeum",50.12582,14.53570,"P",,0,,0,,A
U171Z1,"Letecké muzeum",50.12582,14.53570,"0",,0,,0,,A
U171Z2P,"Letecké muzeum",50.12617,14.53608,"P",,0,,0,,B
U171Z2,"Letecké muzeum",50.12617,14.53608,"0",,0,,0,,B
U172Z1P,"Husinecká",50.08509,14.44449,"P",,0,,1,,A
U172Z2P,"Husinecká",50.08493,14.44535,"P",,0,,1,,B
U173Z1P,"Hutě",50.10841,14.55851,"P",,0,,0,,A
U173Z2P,"Hutě",50.10884,14.55644,"P",,0,,0,,B
U174Z3P,"Nádraží Jinonice",50.05643,14.37086,"P",,0,,0,,C
U174Z4P,"Nádraží Jinonice",50.05667,14.37091,"P",,0,,0,,D
U176Z1P,"Hybšmanka",50.07795,14.38045,"P",,0,,0,,A
U176Z2P,"Hybšmanka",50.07792,14.38195,"P",,0,,0,,B
U177Z1P,"Výzkumný ústav vodohospodářský",50.11556,14.39328,"P",,0,,0,,A
U177Z1,"Výzkumný ústav vodohospodářský",50.11556,14.39328,"B",,0,,0,,A
U177Z2P,"Výzkumný ústav vodohospodářský",50.11650,14.39197,"P",,0,,0,,B
U177Z2,"Výzkumný ústav vodohospodářský",50.11650,14.39197,"B",,0,,0,,B
U178Z1P,"Sídliště Zličín",50.06043,14.29295,"P",,0,,0,,A
U178Z1,"Sídliště Zličín",50.06043,14.29295,"B",,0,,0,,A
U178Z2P,"Sídliště Zličín",50.06004,14.29353,"P",,0,,0,,B
U178Z2,"Sídliště Zličín",50.06004,14.29353,"B",,0,,0,,B
U179Z1P,"Vinořský hřbitov",50.14534,14.58140,"P",,0,,0,,A
U179Z1,"Vinořský hřbitov",50.14534,14.58140,"B",,0,,0,,A
U179Z2P,"Vinořský hřbitov",50.14487,14.58035,"P",,0,,0,,B
U179Z2,"Vinořský hřbitov",50.14487,14.58035,"B",,0,,0,,B
U179Z3,"Vinořský hřbitov",50.14521,14.57838,"B",,0,,0,,C
U179Z4,"Vinořský hřbitov",50.14435,14.57920,"B",,0,,0,,D
U180Z1P,"Chmelnice",50.09256,14.48696,"P",,0,,1,,A
U180Z2P,"Chmelnice",50.09249,14.48584,"P",,0,,1,,B
U181Z1P,"Chodovec",50.03953,14.49044,"P",,0,,0,,A
U181Z2P,"Chodovec",50.03976,14.49062,"P",,0,,0,,B
U182Z1P,"Na Petynce",50.08862,14.38089,"P",,0,,0,,A
U182Z2P,"Na Petynce",50.08775,14.38181,"P",,0,,0,,B
U183Z1P,"Chodovská",50.05690,14.46838,"P",,0,,1,,A
U183Z2P,"Chodovská",50.05685,14.46927,"P",,0,,1,,B
U183Z3P,"Chodovská",50.05621,14.47149,"P",,0,,0,,C
U183Z4P,"Chodovská",50.05625,14.47179,"P",,0,,0,,D
U184Z1P,"Škola Radlice",50.06002,14.39400,"P",,0,,0,,A
U184Z2P,"Škola Radlice",50.06031,14.39502,"P",,0,,0,,B
U184Z3P,"Škola Radlice",50.05949,14.39348,"P",,0,,1,,C
U184Z4P,"Škola Radlice",50.05945,14.39287,"P",,0,,1,,D
U184Z13P,"Škola Radlice",50.05949,14.39348,"P",,0,,1,,C
U184Z14P,"Škola Radlice",50.05945,14.39287,"P",,0,,1,,D
U185Z1P,"Točná",49.97280,14.43180,"P",,0,,0,,A
U185Z2P,"Točná",49.97255,14.43175,"P",,0,,0,,B
U185Z2,"Točná",49.97255,14.43175,"B",,0,,0,,B
U185Z11,"Točná",49.97280,14.43180,"B",,0,,0,,A
U186Z1,"Cholupický vrch",49.99415,14.43493,"B",,0,,0,,A
U186Z2,"Cholupický vrch",49.99448,14.43445,"B",,0,,0,,B
U187Z1P,"Chotkovy sady",50.09551,14.40876,"P",,0,,2,,A
U187Z2P,"Chotkovy sady",50.09531,14.40902,"P",,0,,1,,B
U188Z1P,"Chvaly",50.11267,14.59722,"P",,0,,0,,A
U188Z1,"Chvaly",50.11267,14.59722,"0",,0,,0,,A
U188Z2P,"Chvaly",50.11250,14.59458,"P",,0,,0,,B
U188Z2,"Chvaly",50.11250,14.59458,"0",,0,,0,,B
U189Z1P,"Kavkazská",50.06955,14.46602,"P",,0,,0,,A
U189Z3P,"Kavkazská",50.06958,14.46525,"P",,0,,0,,C
U190Z1P,"I. P. Pavlova",50.07554,14.43059,"P",,0,,1,,A
U190Z2P,"I. P. Pavlova",50.07541,14.43169,"P",,0,,1,,B
U190Z3P,"I. P. Pavlova",50.07645,14.43188,"P",,0,,2,,C
U190Z4P,"I. P. Pavlova",50.07594,14.43197,"P",,0,,1,,D
U190Z5P,"I. P. Pavlova",50.07475,14.42903,"P",,0,,0,,E
U190Z6P,"I. P. Pavlova",50.07505,14.43028,"P",,0,,0,,F
U190Z9P,"I. P. Pavlova",50.07494,14.42899,"P",,0,,0,,I
U190Z101P,"I.P.Pavlova",50.07433,14.43037,"P"," ",0,U190S1,1,U190L2,
U190Z102P,"I.P.Pavlova",50.07433,14.43025,"P"," ",0,U190S1,1,U190L2,
U191Z1P,"Italská",50.07803,14.43652,"P",,0,,2,,A
U191Z2P,"Italská",50.07829,14.43556,"P",,0,,2,,B
U192Z1P,"Poliklinika Zahradní Město",50.05658,14.49747,"P",,0,,0,,A
U192Z2P,"Poliklinika Zahradní Město",50.05647,14.49646,"P",,0,,0,,B
U193Z1P,"Jahodnice",50.08744,14.55808,"P",,0,,0,,A
U193Z2P,"Jahodnice",50.08762,14.55776,"P",,0,,0,,B
U194Z1P,"Jalodvorská",50.01397,14.45713,"P",,0,,0,,A
U194Z1,"Jalodvorská",50.01397,14.45713,"0",,0,,0,,A
U194Z2P,"Jalodvorská",50.01337,14.45772,"P",,0,,0,,B
U194Z2,"Jalodvorská",50.01337,14.45772,"0",,0,,0,,B
U195Z1P,"Přeštická",50.04459,14.51232,"P",,0,,0,,A
U195Z2P,"Přeštická",50.04479,14.51247,"P",,0,,0,,B
U196Z1P,"Jankovcova",50.11017,14.44488,"P",,0,,0,,A
U196Z2P,"Jankovcova",50.10889,14.44385,"P",,0,,0,,B
U197Z1,"Na Radosti",50.06052,14.29897,"0",,0,,0,,A
U198Z1P,"Korytná",50.06440,14.49372,"P",,0,,0,,A
U198Z2P,"Korytná",50.06519,14.49287,"P",,0,,0,,B
U199Z1P,"Jenerálka",50.10785,14.35384,"P",,0,,0,,A
U199Z1,"Jenerálka",50.10785,14.35384,"B",,0,,0,,A
U199Z3P,"Jenerálka",50.10742,14.35348,"P",,0,,0,,C
U199Z3,"Jenerálka",50.10742,14.35348,"B",,0,,0,,C
U200Z1P,"Jeřická",50.10810,14.60942,"P",,0,,0,,A
U200Z2P,"Jeřická",50.10870,14.60905,"P",,0,,0,,B
U201Z1P,"Jezerka",50.05748,14.44307,"P",,0,,0,,A
U201Z2P,"Jezerka",50.05720,14.44303,"P",,0,,0,,B
U202Z2P,"Bakovská",50.13422,14.54929,"P",,0,,0,,B
U202Z2,"Bakovská",50.13422,14.54929,"B",,0,,0,,B
U202Z3P,"Bakovská",50.13472,14.54938,"P",,0,,0,,C
U202Z3,"Bakovská",50.13472,14.54938,"B",,0,,0,,C
U202Z4P,"Bakovská",50.13455,14.54920,"P",,0,,0,,D
U203Z1P,"Jindřišská",50.08508,14.43016,"P",,0,,1,,A
U203Z2P,"Jindřišská",50.08532,14.43078,"P",,0,,1,,B
U204Z1,"Drazdecká",49.99591,14.51854,"B",,0,,0,,A
U205Z1P,"Stará Stodůlecká",50.04950,14.35698,"P",,0,,0,,A
U205Z2P,"Stará Stodůlecká",50.04927,14.35762,"P",,0,,0,,B
U206Z1P,"Jinonická",50.06939,14.37752,"P",,0,,0,,A
U207Z1P,"Jiráskova čtvrť",50.09410,14.54590,"P",,0,,0,,A
U207Z2P,"Jiráskova čtvrť",50.09402,14.54640,"P",,0,,0,,B
U207Z3P,"Kyjský hřbitov",50.09320,14.54673,"P",,0,,0,,C
U207Z4P,"Kyjský hřbitov",50.09250,14.54710,"P",,0,,0,,D
U208Z1P,"Jiráskovo náměstí",50.07625,14.41416,"P",,0,,1,,A
U208Z2P,"Jiráskovo náměstí",50.07615,14.41400,"P",,0,,1,,B
U208Z3P,"Jiráskovo náměstí",50.07582,14.41322,"P",,0,,0,,C
U208Z4P,"Jiráskovo náměstí",50.07563,14.41411,"P",,0,,0,,D
U209Z1P,"Jiřího z Poděbrad",50.07726,14.45047,"P",,0,,2,,A
U209Z2P,"Jiřího z Poděbrad",50.07711,14.44869,"P",,0,,2,,B
U209Z101P,"Jiřího z Poděbrad",50.07780,14.45146,"P",,0,U209S1,2,,1
U209Z102P,"Jiřího z Poděbrad",50.07764,14.45004,"P",,0,U209S1,2,,2
U210Z1P,"Jižní Město",50.03432,14.53838,"P",,0,,0,,A
U210Z2P,"Jižní Město",50.03444,14.53759,"P",,0,,0,,B
U211Z1P,"Nad Závistí",49.98052,14.40420,"P",,0,,0,,A
U212Z1P,"Jordánská",50.11104,14.56279,"P",,0,,0,,A
U213Z1P,"Juliska",50.11070,14.38592,"P",,0,,0,,A
U213Z2P,"Juliska",50.11013,14.38620,"P",,0,,0,,B
U214Z1P,"K Cikánce",49.99750,14.34172,"P",,0,,0,,A
U214Z1,"K Cikánce",49.99750,14.34172,"0",,0,,0,,A
U214Z2P,"K Cikánce",49.99775,14.34175,"P",,0,,0,,B
U214Z2,"K Cikánce",49.99775,14.34175,"0",,0,,0,,B
U215Z1P,"K Dubečku",50.05537,14.56482,"P",,0,,0,,A
U215Z1,"K Dubečku",50.05537,14.56482,"B",,0,,0,,A
U215Z2P,"K Dubečku",50.05528,14.56398,"P",,0,,0,,B
U215Z2,"K Dubečku",50.05528,14.56398,"B",,0,,0,,B
U216Z1P,"K Holyni",50.02030,14.35883,"P",,0,,0,,A
U216Z1,"K Holyni",50.02030,14.35883,"0",,0,,0,,A
U216Z2P,"K Holyni",50.02058,14.36008,"P",,0,,0,,B
U216Z2,"K Holyni",50.02058,14.36008,"0",,0,,0,,B
U218Z1P,"K Letišti",50.09563,14.29354,"P",,0,,0,,A
U218Z2P,"K Letišti",50.09549,14.29338,"P",,0,,0,,B
U218Z3,"K Letišti",50.09634,14.29270,"B",,0,,0,,C
U218Z4,"K Letišti",50.09644,14.29203,"B",,0,,0,,D
U219Z1P,"K Obecním hájovnám",50.04293,14.51507,"P",,0,,0,,A
U219Z2P,"K Obecním hájovnám",50.04324,14.51648,"P",,0,,0,,B
U220Z1P,"K Pitkovičkám",50.02460,14.59063,"P",,0,,0,,A
U220Z2P,"K Pitkovičkám",50.02478,14.59095,"P",,0,,0,,B
U221Z1P,"Karlovy lázně",50.08457,14.41347,"P",,0,,2,,A
U222Z1P,"K Teplárně",50.16874,14.52105,"P",,0,,0,,A
U222Z2P,"K Teplárně",50.16887,14.52132,"P",,0,,0,,B
U223Z1P,"K Tuchoměřicům",50.11610,14.29160,"P",,0,,0,,A
U223Z1,"K Tuchoměřicům",50.11610,14.29160,"B",,0,,0,,A
U223Z2P,"K Tuchoměřicům",50.11588,14.29117,"P",,0,,0,,B
U223Z2,"K Tuchoměřicům",50.11588,14.29117,"B",,0,,0,,B
U224Z1,"K Vystrkovu",49.99968,14.40827,"0",,0,,0,,A
U224Z2,"K Vystrkovu",49.99932,14.41101,"0",,0,,0,,B
U225Z1P,"K Žižkovu",50.09958,14.49609,"P",,0,,0,,A
U225Z2P,"K Žižkovu",50.09941,14.49641,"P",,0,,0,,B
U226Z1P,"Myšlínská",50.06219,14.53462,"P",,0,,0,,A
U226Z1,"Myšlínská",50.06219,14.53462,"0",,0,,0,,A
U226Z2P,"Myšlínská",50.06228,14.53470,"P",,0,,0,,B
U226Z3P,"Myšlínská",50.06202,14.53369,"P",,0,,0,,C
U226Z3,"Myšlínská",50.06202,14.53369,"0",,0,,0,,C
U227Z1P,"Kablo",50.06210,14.53836,"P",,0,,0,,A
U227Z2P,"Kablo",50.06222,14.53837,"P",,0,,0,,B
U227Z3P,"Kablo",50.06149,14.53614,"P",,0,,0,,C
U227Z3,"Kablo",50.06149,14.53614,"0",,0,,0,,C
U227Z4P,"Kablo",50.06287,14.53742,"P",,0,,0,,D
U228Z1P,"Kačerov",50.04197,14.46088,"P",,0,,0,,A
U228Z1,"Kačerov",50.04197,14.46088,"0",,0,,0,,A
U228Z2P,"Kačerov",50.04178,14.46054,"P",,0,,0,,B
U228Z3P,"Kačerov",50.04162,14.46033,"P",,0,,0,,C
U228Z4P,"Kačerov",50.04191,14.46157,"P",,0,,0,,D
U228Z5P,"Kačerov",50.04203,14.46033,"P",,0,,0,,E
U228Z5,"Kačerov",50.04203,14.46033,"0",,0,,0,,E
U228Z81,"Kačerov",50.04197,14.46088,"0",,0,,0,,A
U228Z101P,"Kačerov",50.04198,14.45868,"P",,0,U228S1,2,,1
U228Z102P,"Kačerov",50.04169,14.45994,"P",,0,U228S1,2,,2
U229Z1P,"Kajetánka",50.08652,14.37093,"P",,0,,0,,A
U229Z2P,"Kajetánka",50.08649,14.37226,"P",,0,,0,,B
U230Z1P,"Kalinův mlýn",50.11100,14.36755,"P",,0,,0,,A
U230Z2P,"Kalinův mlýn",50.11117,14.36847,"P",,0,,0,,B
U231Z1P,"Kamenická",50.09948,14.42926,"P",,0,,1,,A
U231Z2P,"Kamenická",50.09971,14.42857,"P",,0,,1,,B
U232Z1,"Kamenolom Zbraslav",49.95942,14.39407,"B",,0,,0,,A
U232Z2,"Kamenolom Zbraslav",49.95993,14.39447,"B",,0,,0,,B
U233Z1P,"Kamýcká",50.13060,14.38275,"P",,0,,0,,A
U233Z2P,"Kamýcká",50.13010,14.38270,"P",,0,,0,,B
U233Z3P,"Kamýcká",50.13068,14.38175,"P",,0,,0,,C
U233Z4P,"Kamýcká",50.13045,14.38181,"P",,0,,0,,D
U234Z1P,"Karenova",50.06339,14.36831,"P",,0,,0,,A
U236Z1P,"Slánská",50.06447,14.30940,"P",,0,,1,,A
U236Z2P,"Slánská",50.06455,14.30853,"P",,0,,1,,B
U236Z3P,"Slánská",50.06458,14.30877,"P",,0,,0,,C
U236Z4P,"Slánská",50.06433,14.30918,"P",,0,,0,,D
U237Z1P,"Karlovo náměstí",50.07530,14.41911,"P",,0,,1,,A
U237Z2P,"Karlovo náměstí",50.07648,14.41926,"P",,0,,1,,B
U237Z3P,"Karlovo náměstí",50.07590,14.41961,"P",,0,,1,,C
U237Z4P,"Moráň",50.07402,14.41873,"P",,0,,1,,D
U237Z5P,"Palackého náměstí",50.07323,14.41525,"P",,0,,1,,E
U237Z6P,"Palackého náměstí",50.07328,14.41432,"P",,0,,1,,F
U237Z7P,"Palackého náměstí (nábřeží)",50.07251,14.41411,"P",,0,,1,,G
U237Z8P,"Palackého náměstí (nábřeží)",50.07195,14.41410,"P",,0,,1,,H
U237Z9P,"Karlovo náměstí",50.07543,14.41889,"P",,0,,0,,I
U237Z10P,"Karlovo náměstí",50.07506,14.41886,"P",,0,,0,,J
U237Z11P,"Karlovo náměstí",50.07520,14.41890,"P",,0,,0,,K
U237Z13P,"Novoměstská radnice",50.07746,14.41952,"P",,0,,1,,M
U237Z101P,"Karlovo náměstí",50.07460,14.41696,"P"," ",0,U237S1,0,U237L3,1
U237Z102P,"Karlovo náměstí",50.07458,14.41699,"P"," ",0,U237S1,0,U237L3,2
U238Z1P,"Karlštejnská",50.05264,14.35958,"P",,0,,0,,A
U238Z2P,"Karlštejnská",50.05265,14.35852,"P",,0,,0,,B
U239Z1P,"Kateřinky",50.02050,14.52027,"P",,0,,0,,A
U239Z1,"Kateřinky",50.02050,14.52027,"B",,0,,0,,A
U239Z2P,"Kateřinky",50.02067,14.52010,"P",,0,,0,,B
U239Z2,"Kateřinky",50.02067,14.52010,"B",,0,,0,,B
U240Z1P,"Kavalírka",50.07004,14.37063,"P",,0,,1,,A
U240Z2P,"Kavalírka",50.07012,14.37109,"P",,0,,1,,B
U240Z3P,"Kavalírka",50.06927,14.36923,"P",,0,,0,,C
U240Z4P,"Kavalírka",50.06989,14.37138,"P",,0,,0,,D
U240Z5P,"Kavalírka",50.07019,14.37117,"P",,0,,0,,E
U241Z1P,"Kazanka",50.11738,14.42750,"P",,0,,0,,A
U241Z2P,"Kazanka",50.11721,14.42858,"P",,0,,0,,B
U242Z1P,"Kbelská",50.10513,14.53204,"P",,0,,1,,A
U242Z2P,"Kbelská",50.10525,14.53291,"P",,0,,1,,B
U242Z3P,"Kbelská",50.10505,14.53247,"P",,0,,0,,C
U242Z4P,"Kbelská",50.10550,14.53330,"P",,0,,0,,D
U243Z1,"Kbely",50.13089,14.55293,"B",,0,,0,,A
U243Z2,"Kbely",50.13090,14.55195,"B",,0,,0,,B
U243Z3P,"Kbely",50.13229,14.55103,"P",,0,,0,,C
U243Z3,"Kbely",50.13229,14.55103,"B",,0,,0,,C
