stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code
U50S1,"Budějovická",50.04441,14.44879,"P",,1,,1,,
U52S1,"Chodov",50.03167,14.49096,"P",,1,,1,,
U75S1,"Kolbenova",50.11040,14.51640,"P",,1,,1,,
U78S1,"Ládví",50.12659,14.46945,"P",,1,,1,,
U100S1,"Vltavská",50.10030,14.43849,"P",,1,,1,,
U106S1,"Opatov",50.02789,14.50919,"P",,1,,2,,
U115S1,"Nádraží Holešovice",50.10892,14.44007,"P",,1,,1,,
U118S1,"Flora",50.07828,14.46259,"P",,1,,2,,
U135S1,"Hloubětín",50.10669,14.53639,"P",,1,,1,,
U142S1,"Hlavní nádraží",50.08351,14.43414,"P",,1,,1,,
U157S1,"Bořislavka",50.09834,14.36283,"P",,1,,1,,
U163S1,"Hradčanská",50.09744,14.40316,"P",,1,,2,,
U190S1,"I. P. Pavlova",50.07433,14.43031,"P",,1,,1,,
U209S1,"Jiřího z Poděbrad",50.07772,14.45075,"P",,1,,2,,
U228S1,"Kačerov",50.04184,14.45931,"P",,1,,2,,
U237S1,"Karlovo náměstí",50.07459,14.41698,"P",,1,,2,,
U258S1,"Lužiny",50.04450,14.33044,"P",,1,,1,,
U286S1,"Háje",50.03078,14.52697,"P",,1,,1,,
U306S1,"Nemocnice Motol",50.07539,14.34152,"P",,1,,1,,
U321S1,"Dejvická",50.10047,14.39317,"P",,1,,1,,
U332S1,"Střížkov",50.12617,14.48954,"P",,1,,1,,
U360S1,"Malostranská",50.09172,14.40921,"P",,1,,2,,
U385S1,"Pankrác",50.05103,14.43968,"P",,1,,1,,
U400S1,"Muzeum",50.07986,14.43138,"P",,1,,1,,
U458S1,"Smíchovské nádraží",50.06131,14.40911,"P",,1,,1,,
U462S1,"Nádraží Veleslavín",50.09586,14.34833,"P",,1,,1,,
U474S1,"Vysočanská",50.11006,14.50108,"P",,1,,1,,
U476S1,"Náměstí Míru",50.07531,14.43978,"P",,1,,2,,
U480S1,"Náměstí Republiky",50.08883,14.43060,"P",,1,,2,,
U507S1,"Petřiny",50.08684,14.34494,"P",,1,,1,,
U510S1,"Českomoravská",50.10616,14.49169,"P",,1,,2,,
U527S1,"Vyšehrad",50.06314,14.43052,"P",,1,,2,,
U529S1,"Palmovka",50.10398,14.47480,"P",,1,,1,,
U539S1,"Národní třída",50.07975,14.42029,"P",,1,,1,,
U597S1,"Pražského povstání",50.05686,14.43331,"P",,1,,2,,
U601S1,"Roztyly",50.03767,14.47674,"P",,1,,1,,
U602S1,"Nové Butovice",50.05084,14.35215,"P",,1,,1,,
U603S1,"Prosek",50.11925,14.49861,"P,0",,1,,1,,
U655S1,"Invalidovna",50.09680,14.46315,"P",,1,,2,,
U675S1,"Kobylisy",50.12412,14.45425,"P",,1,,1,,
U685S1,"Jinonice",50.05421,14.36991,"P",,1,,2,,
U689S1,"Florenc",50.09050,14.43941,"P",,1,,1,,
U703S1,"Staroměstská",50.08820,14.41767,"P",,1,,2,,
U713S1,"Strašnická",50.07307,14.49051,"P",,1,,1,,
U758S1,"Křižíkova",50.09255,14.45134,"P",,1,,2,,
U818S1,"Rajská zahrada",50.10685,14.56050,"P",,1,,1,,
U897S1,"Černý Most",50.10897,14.57683,"P",,1,,1,,
U921S1,"Želivského",50.07828,14.47548,"P",,1,,2,,
U953S1,"Skalka",50.06843,14.50786,"P",,1,,1,,
U957S1,"Radlická",50.05812,14.38776,"P",,1,,2,,
U1000S1,"Letňany",50.12625,14.51641,"P,0",,1,,1,,
U1007S1,"Luka",50.04567,14.32134,"P",,1,,1,,
U1040S1,"Anděl",50.06995,14.40377,"P",,1,,1,,
U1071S1,"Depo Hostivař",50.07553,14.51538,"P",,1,,1,,
U1072S1,"Můstek",50.08347,14.42397,"P",,1,,1,,
U1140S1,"Stodůlky",50.04670,14.30654,"P",,1,,1,,
U1141S1,"Zličín",50.05326,14.29110,"P",,1,,1,,
U1154S1,"Hůrka",50.05001,14.34279,"P",,1,,1,,
U50S1E7,"ul. Olbrachtova, BUS Brumlovka",50.04447,14.44808,,,2,U50S1,2,,
U50S1E1,"ul. Antala Staška, BUS Zelený pruh",50.04336,14.44983,,,2,U50S1,2,,
U50S1E2,"ul. Antala Staška, Úřad MČ Praha 4",50.04319,14.45014,,,2,U50S1,2,,
U50S1E5,"Budějovická ul., Pacovská ul.",50.04500,14.44775,,,2,U50S1,2,,
U50S1E6,"ul. Olbrachtova, BUS Dvorce",50.04464,14.44781,,,2,U50S1,2,,
U50S1E3,"ul. Antala Staška, Úřad MČ Praha 4",50.04367,14.45086,,,2,U50S1,1,,
U50S1E9,"ul. Budějovická",50.04402,14.45013,,,2,U50S1,2,,
U50S1E10,"DBK",50.04398,14.44931,,,2,U50S1,1,,
U50S1E11,"Lidl",50.04458,14.44900,,,2,U50S1,1,,
U52S1E1,"BUS Bohdalec, Vršovice",50.03108,14.49181,,,2,U52S1,1,,
U52S1E3,"BUS Bohdalec, Vršovice",50.03106,14.49169,,,2,U52S1,2,,
U52S1E5,"Starochodovská ul., Chodovská tvrz",50.03122,14.49228,,,2,U52S1,2,,
U52S1E4,"BUS Písnice, Lhotka",50.03083,14.49128,,,2,U52S1,1,,
U52S1E2,"BUS Písnice, Lhotka",50.03081,14.49119,,,2,U52S1,2,,
U52S1E6,"Centrum Chodov",50.03089,14.49111,,,2,U52S1,1,,
U52S1E7,"Centrum Chodov",50.03133,14.49185,,,2,U52S1,2,,
U75S1E1,"TRAM Lehovec, Palmovka",50.11044,14.51519," "," ",2,U75S1,0,U75L0,
U75S1E3,"Kolbenova ul.",50.11042,14.51491,,,2,U75S1,1,,
U75S1E2,"TRAM Lehovec",50.11042,14.51558,,,2,U75S1,1,,
U78S1E8,"Střelničná ul., Opálkova ul.",50.12661,14.46883,,,2,U78S1,2,,
U78S1E7,"Sídliště Ládví, OD Ládví",50.12683,14.46969,,,2,U78S1,2,,
U78S1E6,"Střelničná ul., BUS Bohnice",50.12664,14.47022,,,2,U78S1,2,,
U78S1E4,"TRAM centrum",50.12647,14.47003,,,2,U78S1,2,,
U78S1E1,"Střelničná ul., BUS Ďáblice",50.12619,14.46947,,,2,U78S1,1,,
U78S1E2,"Střelničná ul., Parkoviště P+R",50.12625,14.47033,,,2,U78S1,1,,
U78S1E5,"Střelničná ul, obchodní pasáž",50.12672,14.46986,,,2,U78S1,1,,
U78S1E3,"TRAM Sídliště Ďáblice",50.12639,14.47003,,,2,U78S1,2,,
U100S1E2,"Hlávkův most, Štvanice",50.09906,14.43817,,,2,U100S1,2,,
U100S1E4,"TRAM Palmovka, Ohrada",50.09889,14.43856,,,2,U100S1,2,,
U100S1E5,"Praha-Bubny",50.09900,14.43869,,,2,U100S1,2,,
U100S1E1,"TRAM Letná, Dejvice",50.09919,14.43822,,,2,U100S1,2,,
U100S1E6,"TRAM Žižkov, centrum",50.09922,14.43847,,,2,U100S1,2,,
U100S1E3,"TRAM Palmovka, Ohrada",50.09897,14.43833,,,2,U100S1,1,,
U100S1E7,"vlaková zastávka Praha-Bubny Vltavská",50.09949,14.43855,,,2,U100S1,2,,
U106S1E2,"Starochodovská ul.",50.02767,14.50753,,,2,U106S1,2,,
U106S1E5,"Sídliště, Úřad MČ Praha 11",50.02778,14.50844,,,2,U106S1,2,,
U106S1E4,"linky PID, výstup",50.02756,14.50842,,,2,U106S1,2,,
U106S1E6,"BUS Spořilov, Vršovice",50.02808,14.50828,,,2,U106S1,2,,
U106S1E3,"BUS Čestlice, Průhonice",50.02739,14.50747,,,2,U106S1,2,,
U106S1E1,"BUS Šeberov, Kunratice",50.02794,14.50747,,,2,U106S1,2,,
U106S1E7,"Starochodovská ul.",50.02800,14.50733,,,2,U106S1,2,,
U106S1E8,"Sídliště, Úřad MČ Praha 11",50.02811,14.50833,,,2,U106S1,2,,
U115S1E6,"BUS Terminal, AN Holešovice",50.10972,14.44047,,,2,U115S1,1,,
U115S1E5,"E4 BUS Terminal, ul. Vrbenského",50.10964,14.44042,,,2,U115S1,1,,
U115S1E7,"E5 Praha-Holešovice Railway Station",50.10978,14.44014,,,2,U115S1,1,,
U115S1E1,"E1 ul. Plynární, TRAM Výstaviště",50.10831,14.44042,,,2,U115S1,2,,
U115S1E2,"E2 TRAM Ortenovo nám.",50.10831,14.44064,,,2,U115S1,2,,
U115S1E3,"E3 BUS Zoo, Bulovka",50.10836,14.44086,,,2,U115S1,2,,
U115S1E8,"E6 TRAM Troja, Kobylisy",50.10964,14.43931,,,2,U115S1,1,,
U118S1E1,"BUS Vysočany, Prosek",50.07819,14.46094,,,2,U118S1,2,,
U118S1E3,"Vinohradská tř., Olšanské hřbitovy",50.07803,14.46133,,,2,U118S1,2,,
U118S1E5,"TRAM Náměstí Míru, Anděl",50.07792,14.46144,,,2,U118S1,2,,
U118S1E4,"TRAM Palmovka, Strašnice",50.07783,14.46144,,,2,U118S1,2,,
U118S1E2,"Jičínská ul.",50.07753,14.46111,,,2,U118S1,2,,
U118S1E6,"Vinohradská tř., Chrudimská ul.",50.07769,14.46131,,,2,U118S1,2,,
U118S1E7,"Atrium",50.07808,14.46130,,,2,U118S1,2,,
U135S1E9,"Mochovská ul.",50.10669,14.53767,," ",2,U135S1,0,U135L0,
U135S1E8,"Sídliště Hloubětín",50.10645,14.53793,," ",2,U135S1,0,U135L0,
U135S1E1,"Poděbradská ul., BUS Letňany",50.10642,14.53724,," ",2,U135S1,0,U135L0,
U135S1E3,"TRAM Palmovka",50.10624,14.53757,," ",2,U135S1,0,U135L0,
U135S1E4,"TRAM Lehovec",50.10617,14.53761,," ",2,U135S1,0,U135L0,
U135S1E5,"BUS Kyje, Černý Most",50.10600,14.53778,," ",2,U135S1,0,U135L0,
U135S1E7,"BUS Kyje, Černý Most",50.10600,14.53742,," ",2,U135S1,0,U135L0,
U142S1E2,"Opletalova ul.",50.08379,14.43396,,,2,U142S1,1,,
U142S1E3,"Masarykovo nádr., Hybernská ul., TRAM",50.08406,14.43416,,,2,U142S1,1,,
U142S1E4,"Parking Wilsonova, BUS (sever)",50.08385,14.43500,,,2,U142S1,2,,
U142S1E5,"Wilsonova, BUS dálkové / intercity",50.08371,14.43551,,,2,U142S1,2,,
U142S1E6,"Nástupiště (sever)",50.08361,14.43570,,,2,U142S1,1,,
U142S1E1,"Václavské nám., Státní opera",50.08321,14.43354,,,2,U142S1,1,,
U142S1E7,"Nástupiště / platforms",50.08318,14.43530,,,2,U142S1,1,,
U142S1E8,"Nástupiště (jih)",50.08271,14.43504,,,2,U142S1,1,,
U142S1E9,"Parking Wilsonova, BUS (jih)",50.08291,14.43431,,,2,U142S1,2,,
U142S1E10,"Wilsonova, BUS Airport",50.08274,14.43480,,,2,U142S1,2,,
U142S1E11,"Historická budova nádraží",50.08331,14.43541,,,2,U142S1,2,,
U142S1E12,"Historická budova nádraží",50.08306,14.43520,,,2,U142S1,2,,
U142S1E13,"Parking Wilsonova, BUS",50.08339,14.43460,,,2,U142S1,1,,
U157S1E6,"Horoměřická ul., ul. Liberijská",50.09815,14.36476,,,2,U157S1,2,U157L0,
U157S1E5,"Horoměřická ul., Evropská ul.",50.09838,14.36456,,,2,U157S1,2,U157L0,
U157S1E10,"Horoměřická ul., TRAM Dejvice",50.09854,14.36439,,,2,U157S1,2,U157L0,
U157S1E8,"Horoměřická ul., BUS Hanspaulka",50.09873,14.36452,,,2,U157S1,2,U157L0,
U157S1E4,"Sídliště Červený Vrch, Africká ul.",50.09819,14.36217,,,2,U157S1,1,U157L0,
U157S1E1,"Sídliště Červený Vrch, Arabská ul.",50.09854,14.36220,,,2,U157S1,1,U157L0,
U157S1E9,"Horoměřická ul., TRAM Červený Vrch",50.09863,14.36452,,,2,U157S1,2,U157L0,
U157S1E3,"Sídliště Červený Vrch, Evropská ul.",50.09820,14.36210,,,2,U157S1,1,U157L0,
U163S1E2,"ul. Badeniho",50.09717,14.40536,,,2,U163S1,2,,
U163S1E1,"Pražský hrad",50.09700,14.40442,,,2,U163S1,2,,
U163S1E3,"TRAM Holešovice, centrum, Letná",50.09712,14.40412,,,2,U163S1,2,,
U163S1E4,"TRAM Petřiny, Střešovice, Břevnov",50.09726,14.40406,,,2,U163S1,2,,
U163S1E5,"BUS, Dálková doprava",50.09740,14.40396,,,2,U163S1,2,,
U163S1E6,"ul. Milady Horákové",50.09750,14.40452,,,2,U163S1,2,,
U163S1E7,"ul. Milady Horákové",50.09740,14.40419,,,2,U163S1,1,,
U163S1E8,"Praha-Dejvice, BUS Hanspaulka",50.09779,14.40413,,,2,U163S1,2,,
U190S1E4,"E4 ul. Ječná, ul. Sokolská",50.07536,14.42992,," ",2,U190S1,0,U190L0,
U190S1E1,"E1 ul. Lublaňská, Tylovo nám.",50.07534,14.43063,," ",2,U190S1,0,U190L0,
U190S1E2,"E2 ul. Jugoslávská, TRAM Náměstí Míru",50.07547,14.43058,," ",2,U190S1,0,U190L0,
U190S1E3,"E3 Nám. I. P. Pavlova, TRAM Karlovo nám.",50.07556,14.43050,," ",2,U190S1,0,U190L0,
U190S1E5,"E5 ul. Legerova, ul. Rumunská",50.07410,14.43049,," ",2,U190S1,1,U190L0,
U209S1E1,"Slavíkova ul.",50.07767,14.44897,,,2,U209S1,2,,
U209S1E5,"Nám. Jiřího z Pod., TRAM Muzeum",50.07728,14.44950,,,2,U209S1,2,,
U209S1E2,"Centrum",50.07725,14.44844,,,2,U209S1,2,,
U209S1E3,"TRAM Flora, Strašnice",50.07700,14.44883,,,2,U209S1,2,,
U209S1E4,"Vinohradská tř.",50.07708,14.44925,,,2,U209S1,2,,
U228S1E1,"Michelská ul., BUS",50.04186,14.46050,,,2,U228S1,2,,
U237S1E9,"Palackého nám., Zítkovy sady",50.07269,14.41514," "," ",2,U237S1,0,U237L0,
U237S1E8,"Palackého nám., TRAM Václavské nám.",50.07317,14.41456," "," ",2,U237S1,0,U237L0,
U237S1E6,"Palackého nám., Jiráskovo nám.",50.07375,14.41520," "," ",2,U237S1,0,U237L0,
U237S1E2,"Karlovo nám., TRAM I. P. Pavlova",50.07547,14.41921," "," ",2,U237S1,0,U237L0,
U237S1E1,"Karlovo nám., BUS Strahov",50.07525,14.41877," "," ",2,U237S1,0,U237L0,
U237S1E5,"Karlovo nám., ul. Resslova",50.07571,14.41841," "," ",2,U237S1,0,U237L0,
U237S1E7,"Palackého nám., TRAM Anděl",50.07333,14.41456," "," ",2,U237S1,0,U237L0,
U237S1E4,"Karlovo nám., ČVUT",50.07604,14.41895," "," ",2,U237S1,0,U237L0,
U237S1E3,"Karlovo nám., TRAM Národní divadlo",50.07603,14.41953," "," ",2,U237S1,0,U237L0,
U258S1E3,"Obchodní centrum, Archeologická ul.",50.04458,14.33161,,,2,U258S1,1,,
U258S1E1,"Obchodní centrum, Archeologická ul.",50.04453,14.33161,,,2,U258S1,2,,
U258S1E2,"Tržiště, Zázvorkova ul.",50.04469,14.33156,,,2,U258S1,2,,
U286S1E2,"BUS Chodov, Uhříněves",50.03039,14.52586,,,2,U286S1,2,,
U286S1E3,"BUS Spořilov, Opatov",50.03053,14.52672,,,2,U286S1,2,,
U286S1E1,"BUS Petrovice, Horní Měcholupy",50.03103,14.52869,,,2,U286S1,1,,
U286S1E5,"Multikino, Lékárna",50.03107,14.52858,,,2,U286S1,2,,
U306S1E6,"BUS Řepy, Zličín",50.07507,14.34086,," ",2,U306S1,1,U306L0,
U306S1E5,"Kukulova ul.",50.07497,14.34077,," ",2,U306S1,0,U306L0,
U306S1E4,"BUS Vypich, Břevnov",50.07483,14.34092,," ",2,U306S1,0,U306L0,
U306S1E2,"BUS Vypich, Nem. Na Homolce",50.07445,14.34017,," ",2,U306S1,1,U306L0,
U306S1E3,"FN Motol",50.07446,14.34080,," ",2,U306S1,1,U306L0,
U306S1E1,"BUS Řepy, Zličín",50.07465,14.33998,," ",2,U306S1,1,U306L0,
U321S1E5,"Evropská x Banskobystrická",50.10017,14.39200,,,2,U321S1,1,U321L0,
U321S1E4,"Evropská, hotel Diplomat",50.10021,14.39163,,,2,U321S1,0,U321L0,
U321S1E1,"Evropská x Šolínova",50.10070,14.39201,,,2,U321S1,0,U321L0,
U321S1E2,"Evropská, TRAM Divoká Šárka",50.10042,14.39153,,,2,U321S1,0,U321L0,
U321S1E3,"Evropská, TRAM centrum",50.10033,14.39153,,,2,U321S1,0,U321L0,
U321S1E8,"Evropská, BUS Roztoky",50.10069,14.39330,,,2,U321S1,1,U321L0,
U321S1E9,"Evropská, BUS Roztoky",50.10064,14.39280,,,2,U321S1,0,U321L0,
U321S1E7,"Vítězné náměstí, BUS Suchdol",50.10083,14.39419,,,2,U321S1,0,U321L0,
U321S1E6,"Vítězné náměstí, TRAM",50.10025,14.39475,,,2,U321S1,0,U321L0,
U332S1E1,"BUS Ďáblice, Kobylisy",50.12606,14.48939,,,2,U332S1,1,,
U332S1E3,"Park Přátelství, Jablonecká ul.",50.12625,14.48989,,,2,U332S1,1,,
U332S1E4,"Park Přátelství",50.12633,14.48983,,,2,U332S1,1,,
U332S1E6,"BUS Českolipská, Bulovka",50.12653,14.48953,,,2,U332S1,1,,
U332S1E7,"BUS Českolipská, Bulovka",50.12628,14.48978,,,2,U332S1,1,,
U332S1E10,"BUS Prosek, Žižkov",50.12606,14.48894,,,2,U332S1,1,,
U360S1E1,"Zahrada",50.09089,14.40928,,,2,U360S1,2,U360L0,
U360S1E2,"TRAM",50.09078,14.40936,,,2,U360S1,2,U360L0,
U385S1E1,"ul. Na Pankráci, BUS Zelený pruh",50.05100,14.43992,,,2,U385S1,2,,
U385S1E2,"ul. Hvězdova, BUS Krč",50.05136,14.43961,,,2,U385S1,2,,
U385S1E3,"ul. Na Strži, Hotel Panorama",50.05056,14.43994,,,2,U385S1,1,,
U385S1E4,"Arkády",50.05088,14.43928,,,2,U385S1,2,,
U400S1E5,"Mezibranská, Žitná ul.",50.07865,14.42996,,,2,U400S1,0,U400L0,
U400S1E4,"Václavské nám., Krakovská ul.",50.07952,14.42957,,,2,U400S1,0,U400L0,
U400S1E3,"Václavské nám., Krakovská ul.",50.07962,14.42978,,,2,U400S1,0,U400L0,
U400S1E2,"Václavské nám., Wilsonova ul.",50.07978,14.42990,,,2,U400S1,0,U400L0,
U400S1E1,"Václavské nám., Wilsonova ul.",50.07987,14.43001,,,2,U400S1,0,U400L0,
U400S1E6,"Vinohradská třída",50.07939,14.43135,,,2,U400S1,0,U400L0,
U400S1E7,"Národní muzeum",50.07978,14.43151,,,2,U400S1,0,U400L0,
U400S1E8,"Vinohradská ul., 'A'",50.07923,14.43202,,,2,U400S1,1,U400L0,
U400S1E9,"Wilsonova ul., 'C'",50.08064,14.43156,,,2,U400S1,1,U400L0,
U458S1E9,"BUS Radotín, Modřany, Krč",50.06025,14.40936,,,2,U458S1,2,,
U458S1E8,"Terminál BUS",50.06031,14.40889,,,2,U458S1,2,,
U458S1E7,"Příjezd vlaků",50.06047,14.40886,,,2,U458S1,2,,
U458S1E4,"Praha-Smíchov, odjezd",50.06119,14.40906,,,2,U458S1,2,,
U458S1E3,"Praha-Smíchov, odjezd, BUS PID",50.06148,14.40884,,,2,U458S1,2,,
U458S1E5,"TRAM",50.06136,14.40931,,,2,U458S1,2,,
U458S1E6,"BUS PID",50.06181,14.40950,,,2,U458S1,2,,
U458S1E2,"TRAM, Pošta",50.06181,14.40886,,,2,U458S1,1,,
U458S1E10,"TRAM centrum, Nádražní ul.",50.06092,14.40939,,,2,U458S1,2,,
U462S1E4,"TRAM Voz. Vokovice, Divoká Šárka",50.09585,14.34676,,,2,U462S1,2,U462L0,
U462S1E1,"TRAM Dejvická, centrum",50.09563,14.34767,,,2,U462S1,1,U462L0,
U462S1E3,"Evropská ul.",50.09598,14.34673,,,2,U462S1,2,U462L0,
U462S1E2,"Vokovická ul., BUS Nové Vokovice",50.09614,14.34693,,,2,U462S1,2,U462L0,
U462S1E6,"BUS letiště, Kladno",50.09536,14.34684,,,2,U462S1,2,U462L0,
U462S1E7,"TRAM Dejvická, centrum",50.09568,14.34750,,,2,U462S1,2,U462L0,
U462S1E5,"Ústřední knihovna UK",50.09563,14.34687,,,2,U462S1,2,U462L0,
U474S1E5,"TRAM Lehovec, centrum",50.11007,14.49896," "," ",2,U474S1,0,U474L0,
U474S1E6,"TRAM Lehovec, Staromlýnská ul.",50.10969,14.49917," "," ",2,U474S1,0,U474L0,
U474S1E2,"Náměstí OSN, BUS Letňany, Čakovice",50.11039,14.50240," "," ",2,U474S1,0,U474L0,
U474S1E4,"Náměstí OSN, BUS Žižkov, Malešice",50.11057,14.50195," "," ",2,U474S1,0,U474L0,
U474S1E7,"Náměstí OSN, Fénix",50.11051,14.50181," "," ",2,U474S1,0,U474L1,
U476S1E2,"E2 Náměstí Míru, TRAM I. P. Pavlova",50.07511,14.43736,,,2,U476S1,2,,
U476S1E3,"E3 ul. Francouzská, BUS Florenc",50.07497,14.43767,,,2,U476S1,2,,
U476S1E4,"E4 ul. Korunní",50.07519,14.43792,,,2,U476S1,2,,
U476S1E1,"E1 ul. Vinohradská, Slezská",50.07547,14.43789,,,2,U476S1,2,,
U480S1E6,"Nám. Republiky, Obecní dům",50.08811,14.42817," "," ",2,U480S1,0,U480L0,
U480S1E5,"Nám. Republiky, ul. Revoluční",50.08853,14.42881," "," ",2,U480S1,0,U480L0,
U480S1E4,"Masarykovo nádr., ul. Na Poříčí",50.08872,14.43233," "," ",2,U480S1,0,U480L0,
U480S1E3,"Masarykovo nádr, ul. Na Florenci",50.08867,14.43300," "," ",2,U480S1,0,U480L0,
U480S1E1,"Masarykovo nádr, TRAM Žižkov",50.08814,14.43236," "," ",2,U480S1,0,U480L0,
U480S1E2,"Masarykovo nádr., TRAM Holešovice",50.08828,14.43272," "," ",2,U480S1,0,U480L0,
U480S1E7,"Nám. Republiky, ul. Hybernská",50.08806,14.42881," "," ",2,U480S1,0,U480L0,
U480S1E8,"Palladium",50.08843,14.42897,,,2,U480S1,2,,
U480S1E9,"Palladium",50.08843,14.42860,,,2,U480S1,2,,
U507S1E2,"TRAM Sídl. Petřiny, Vojenská nemocnice",50.08787,14.34448,," ",2,U507S1,0,U507L0,
U507S1E3,"Brunclíkova ul., stadion Markéta",50.08638,14.34531,," ",2,U507S1,0,U507L0,
U510S1E2,"Finanční úřad, Pol. Vysočany",50.10661,14.49294,,,2,U510S1,2,,
U510S1E3,"TRAM, Sokolovská ul.",50.10661,14.49281,,,2,U510S1,2,,
U510S1E1,"O2 Arena, BUS Prosek",50.10636,14.49303,,,2,U510S1,2,,
U527S1E2,"Hotel Corinthia, Kongresová ul.",50.06303,14.43072,,,2,U527S1,1,,
U527S1E1,"Vyšehrad, Holiday Inn",50.06303,14.43033,,,2,U527S1,1,,
U529S1E5,"Zenklova ul., TRAM Kobylisy",50.10383,14.47344," "," ",2,U529S1,0,U529L0,
U529S1E6,"TRAM Holešovice, Letná",50.10358,14.47286," "," ",2,U529S1,0,U529L0,
U529S1E7,"TRAM Žižkov, Florenc",50.10311,14.47322," "," ",2,U529S1,0,U529L0,
U529S1E8,"TRAM Vysočany, Hloubětín",50.10344,14.47375," "," ",2,U529S1,0,U529L0,
U529S1E2,"BUS Prosek, Letňany",50.10481,14.47603," "," ",2,U529S1,0,U529L0,
U529S1E3,"BUS Prosek, ul. Na Hrázi",50.10519,14.47547," "," ",2,U529S1,0,U529L0,
U529S1E1,"BUS Prosek, ul. Na Žertvách",50.10442,14.47656," "," ",2,U529S1,0,U529L0,
U529S1E4,"BUS Dolní Počernice",50.10469,14.47558," "," ",2,U529S1,0,U529L0,
U529S1E9,"TRAM Žižkov, Florenc",50.10338,14.47315," "," ",2,U529S1,0,U529L0,
U539S1E2,"ul. Magdaleny Rettigové",50.07944,14.42018," "," ",2,U539S1,0,U539L0,
U539S1E1,"TRAM Národní divadlo, Spálená ul.",50.08121,14.41980," "," ",2,U539S1,0,U539L0,
U539S1E3,"TRAM Národní divadlo, Quadrio",50.08124,14.42000,,,2,U539S1,2,,
U597S1E3,"ul. Na Pankráci, Vrchní soud",50.05650,14.43425,,,2,U597S1,2,,
U597S1E1,"Kischova ul., Lomnického ul.",50.05644,14.43369,,,2,U597S1,2,,
U597S1E2,"BUS Kavčí Hory, Pankrác",50.05603,14.43422,,,2,U597S1,2,,
U601S1E2,"BUS Chodov, dálková doprava",50.03747,14.47789,,,2,U601S1,1,,
U601S1E1,"Ryšavého ul., Horní Roztyly",50.03719,14.47767,,,2,U601S1,1,,
U602S1E1,"BUS Anděl, Velká Ohrada",50.05081,14.35333,,,2,U602S1,2,,
U602S1E2,"BUS Vypich, Bavorská",50.05106,14.35328,,,2,U602S1,2,,
U602S1E10,"ul. Seydlerova, Parkoviště P+R",50.05064,14.35106,,,2,U602S1,1,,
U602S1E8,"Petržílkova ul., Bucharova ul.",50.05086,14.35100,,,2,U602S1,1,,
U602S1E6,"zájezdová doprava",50.05083,14.35133,,,2,U602S1,1,,
U603S1E9,"Vysočanská ul., obchodní centrum",50.11914,14.49896,,,2,U603S1,1,,
U603S1E2,"BUS Vysočanská, Hostivař",50.11896,14.49819,,,2,U603S1,1,,
U603S1E6,"BUS Letňany, Čakovice",50.11867,14.49975,,,2,U603S1,1,,
U603S1E8,"BUS Palmovka, Libeň",50.11886,14.49944,,,2,U603S1,1,,
U603S1E4,"Vysočanská ul., BUS Kobylisy, Bohnice",50.11900,14.49870,,,2,U603S1,1,,
U603S1E1,"BUS Kobylisy, Bohnice",50.11921,14.49847,,,2,U603S1,1,,
U603S1E10,"obchodní centrum, Jablonecká ul.",50.11934,14.49873,,,2,U603S1,1,,
U655S1E1,"Sídliště Invalidovna, Sokolovská ul., TRAM",50.09725,14.46458,,,2,U655S1,2,,
U675S1E8,"Katastrální úřad, BUS Bohnice",50.12497,14.45569,,,2,U675S1,2,,
U675S1E6,"Střelničná ul.",50.12514,14.45622,,,2,U675S1,2,,
U675S1E7,"Střelničná ul., Klapkova ul.",50.12464,14.45611,,,2,U675S1,2,,
U675S1E10,"BUS Prosek, Hostivař",50.12442,14.45511,,,2,U675S1,1,,
U675S1E1,"Kobyliské nám., příměstské linky",50.12411,14.45256,,,2,U675S1,2,,
U675S1E2,"Kobyliské nám., Čimická ul.",50.12411,14.45178,,,2,U675S1,2,,
U675S1E3,"Kobyliské nám., Salesiánské centrum",50.12328,14.45231,,,2,U675S1,2,,
U675S1E4,"Kobyliské nám., ul. Nad Šutkou",50.12344,14.45286,,,2,U675S1,2,,
U675S1E5,"Kobyliské nám., ul. Pod Sídlištěm",50.12369,14.45286,,,2,U675S1,2,,
U675S1E9,"BUS Prosek, Hostivař",50.12475,14.45586,,,2,U675S1,2,,
U685S1E2,"BUS Stará Stodůlecká, Malá Ohrada",50.05453,14.37117,,,2,U685S1,2,,
U685S1E1,"BUS Malvazinky, Smíchov",50.05442,14.37114,,,2,U685S1,2,,
U689S1E1,"Karlín, Sokolovská ul.",50.09119,14.43947,,,2,U689S1,0,U689L0,
U689S1E11,"ul. Na Florenci",50.09036,14.43739,,,2,U689S1,1,U689L0,
U689S1E4,"'C', BUS Terminal, pokladny / tickets",50.08959,14.43940,,,2,U689S1,0,U689L0,
U689S1E10,"Křižíkova ul., Masarykovo n.",50.08964,14.43850,,,2,U689S1,0,U689L0,
U689S1E6,"'C', Křižíkova ul., BUS Staroměstská",50.09010,14.43972,,,2,U689S1,0,U689L0,
U689S1E8,"'C', BUS Žižkov",50.09032,14.43892,,,2,U689S1,0,U689L0,
U689S1E3,"TRAM Sokolovská ul.",50.09108,14.43967,,,2,U689S1,0,U689L0,
U689S1E5,"'C', Křižíkova ul., Karlín",50.08987,14.43955,,,2,U689S1,0,U689L0,
